drug	pathway	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	mean					Curcumin
(¡À)-Catechin hydrate	KEGG_hsa05330	0.489642322	0.569620788	0.540130854	0.175497502	0.359354585	0.377931923	0.433724493	0.45195809	0.551296771	0.28317526	0.467676491	0.426932365	0.503971338	0.480970621	0.546766639	0.443910003					
(¡À)-Catechin hydrate	KEGG_hsa05320	0.367826581	0.296443701	0.404831856	0.094656877	0.233801454	0.249791369	0.358934253	0.330632657	0.348564595	0.277748764	0.313413084	0.323427856	0.222267598	0.42645666	0.35813114	0.307128563					
(¡À)-Catechin hydrate	KEGG_hsa05032	0.340389371	0.365242779	0.298796505	0.059971686	0.245370716	0.330709398	0.347507745	0.253623962	0.356550783	0.289026231	0.421265483	0.336244792	0.273774326	0.264818281	0.377177387	0.304031296					
(¡À)-Catechin hydrate	KEGG_hsa00052	0.103296004	0.092096619	0.18876414	0.021479916	0.089431301	0.060444288	0.176490754	0.093389995	0.128415823	0.117716737	0.114778012	0.076631665	0.098171279	0.129981667	0.175215796	0.111086933					
(¡À)-Catechin hydrate	KEGG_hsa05014	0.615376055	0.672438443	0.666048825	0.346028835	0.588057041	0.57663554	0.660071433	0.720091939	0.732239306	0.532540083	0.576409161	0.685786903	0.751053333	0.542583168	0.705347359	0.624713828					
(¡À)-Catechin hydrate	KEGG_hsa03040	0.215421528	0.185912952	0.293126047	0.05669228	0.195971325	0.20808211	0.339706421	0.280525148	0.212754562	0.273533463	0.256183028	0.279662579	0.14540045	0.353248715	0.275250703	0.238098087					
(¡À)-Catechin hydrate	KEGG_hsa04726	0.663944721	0.703929126	0.658657372	0.299595028	0.546738923	0.60828197	0.618943334	0.645322144	0.696791232	0.503697872	0.591230094	0.601669192	0.64383018	0.403878897	0.692971945	0.591965469					
(¡À)-Catechin hydrate	KEGG_hsa04727	0.318643212	0.273385465	0.284289122	0.088766687	0.22873418	0.227424189	0.26624307	0.362172782	0.360782534	0.245147571	0.359543562	0.298250914	0.308550477	0.21651949	0.316408753	0.276990801					
(¡À)-Catechin hydrate	KEGG_hsa01230	0.315475971	0.300902039	0.285097688	0.054081738	0.213385656	0.251764536	0.153305918	0.283403516	0.424481869	0.14256154	0.19076933	0.201391712	0.267791718	0.197133511	0.160051495	0.229439882					
(¡À)-Catechin hydrate	KEGG_hsa05200	0.916045308	0.910880268	0.88128221	0.621420443	0.863469124	0.892597556	0.912567198	0.909309685	0.942180097	0.734542429	0.906672835	0.889321268	0.895230412	0.931424022	0.884939969	0.872792188					
(¡À)-Catechin hydrate	KEGG_hsa00500	0.083435923	0.069868073	0.126804188	0.030149462	0.187901184	0.065913402	0.194544762	0.07373146	0.162660316	0.114364609	0.094205692	0.114113294	0.061743673	0.176934078	0.276182026	0.122170143					
(¡À)-Catechin hydrate	KEGG_hsa00440	0.150232539	0.056167319	0.060530316	0.044816785	0.135970712	0.139613047	0.204808086	0.054111741	0.095853187	0.131801337	0.103342347	0.106712751	0.021868408	0.063309029	0.172678784	0.102787759					
(¡À)-Catechin hydrate	KEGG_hsa05131	0.499836445	0.690717161	0.646379292	0.201834038	0.53212595	0.539626658	0.588615835	0.593364596	0.711774766	0.442494541	0.543923438	0.610882103	0.631197751	0.593082428	0.673030078	0.566592339					
(¡À)-Catechin hydrate	KEGG_hsa00040	0.300676525	0.447940171	0.259943128	0.125092551	0.317579985	0.289921731	0.33484301	0.239087373	0.355465591	0.235023081	0.380200416	0.322055817	0.250090748	0.3596811	0.3343063	0.303460502					
(¡À)-Catechin hydrate	KEGG_hsa05410	0.419487625	0.519763768	0.411644727	0.172900423	0.32531333	0.409722954	0.303753316	0.335053593	0.37084493	0.240245774	0.417426556	0.30206725	0.439213336	0.293492943	0.502251148	0.364212112					
(¡À)-Catechin hydrate	KEGG_hsa05100	0.304597229	0.419271708	0.301821738	0.15438287	0.291218758	0.263769865	0.40652141	0.295798868	0.42502299	0.166397631	0.32774052	0.327066004	0.277781963	0.468720347	0.418136388	0.323216553					
(¡À)-Catechin hydrate	KEGG_hsa05213	0.629263103	0.705331743	0.698466837	0.40296945	0.634932458	0.665962219	0.668847799	0.65966028	0.70462507	0.704144299	0.694303036	0.681432247	0.708281398	0.65458107	0.76444459	0.665149707					
(¡À)-Catechin hydrate	KEGG_hsa00630	0.134899437	0.132800385	0.154818952	0.047203165	0.14983204	0.063371152	0.248583451	0.16397582	0.214926541	0.089248195	0.149793416	0.369157851	0.173154503	0.122574024	0.190756798	0.160339715					
(¡À)-Catechin hydrate	KEGG_hsa05219	0.6007514	0.661134422	0.700541019	0.334489495	0.578107476	0.661556482	0.692763984	0.664913535	0.709308445	0.620835185	0.660753191	0.663874209	0.685220361	0.601280451	0.692660093	0.63521265					
(¡À)-Catechin hydrate	KEGG_hsa04152	0.477887511	0.595384598	0.59957695	0.245811403	0.533008218	0.485824436	0.559291601	0.567390919	0.59913373	0.455778807	0.478130281	0.579476535	0.566714466	0.466068834	0.640937924	0.523361081					
(¡À)-Catechin hydrate	KEGG_hsa00310	0.266135216	0.288715869	0.104390778	0.045979965	0.225439146	0.241870269	0.277551264	0.094761647	0.262231618	0.155310899	0.144692108	0.275262058	0.284231544	0.248139992	0.351906687	0.217774604					
(¡À)-Catechin hydrate	KEGG_hsa00790	0.052301504	0.08894857	0.090526178	0.060848776	0.073113792	0.196054295	0.206182629	0.116658472	0.175485909	0.208608508	0.119022071	0.097719356	0.09606187	0.249973878	0.25104478	0.138836706					
(¡À)-Catechin hydrate	KEGG_hsa00603	0.058914173	0.100350648	0.096127898	0.017218027	0.162196994	0.083643243	0.162016675	0.039913699	0.073695801	0.101289339	0.07452336	0.059221659	0.035818759	0.212374017	0.112924695	0.092681932					
(¡À)-Catechin hydrate	KEGG_hsa04976	0.455819249	0.540188193	0.448892176	0.042840715	0.319910586	0.472750276	0.398091316	0.361936182	0.587969899	0.318772316	0.394639045	0.444394648	0.456702799	0.298406363	0.413864166	0.397011862					
(¡À)-Catechin hydrate	KEGG_hsa03020	0.102433935	0.102834187	0.177786723	0.035609946	0.177872241	0.103392355	0.132442877	0.100834772	0.165402949	0.101735465	0.092573442	0.198547989	0.110648833	0.242628917	0.223836288	0.137905395					
(¡À)-Catechin hydrate	KEGG_hsa00980	0.67120868	0.724711537	0.633524358	0.26569134	0.571184695	0.604789257	0.627507091	0.602516651	0.709524155	0.531356394	0.588101923	0.645372927	0.575816274	0.561062992	0.690061092	0.600161958					
(¡À)-Catechin hydrate	KEGG_hsa04970	0.235957116	0.231477067	0.311201632	0.124736346	0.21939382	0.301842213	0.389912397	0.257655978	0.39378494	0.214260221	0.40948081	0.331834078	0.300927341	0.353580743	0.370447755	0.29643283					
(¡À)-Catechin hydrate	KEGG_hsa04060	0.769486189	0.82346195	0.761634588	0.288002163	0.634003222	0.657201886	0.683429778	0.751378	0.767596006	0.613469958	0.772360384	0.74981463	0.694477856	0.789916933	0.757880151	0.700940913					
(¡À)-Catechin hydrate	KEGG_hsa04140	0.761758864	0.750076354	0.683427274	0.289847851	0.687873721	0.647811174	0.67509973	0.71681428	0.675263286	0.421514332	0.7205562	0.700155973	0.691445231	0.688472629	0.730141997	0.65601726					
(¡À)-Catechin hydrate	KEGG_hsa00650	0.187206641	0.153564721	0.09223301	0.047907792	0.200170308	0.189763188	0.237391576	0.139260113	0.112826116	0.160480544	0.175001547	0.159007549	0.150895312	0.16177769	0.154606685	0.154806186					
(¡À)-Catechin hydrate	KEGG_hsa00565	0.09152513	0.137148917	0.172954649	0.055896446	0.102477401	0.141144797	0.196131676	0.071522504	0.175929904	0.119369432	0.223538116	0.13515459	0.140772402	0.164434582	0.364362419	0.152824198					
(¡À)-Catechin hydrate	KEGG_hsa02010	0.277012199	0.310785264	0.278585047	0.094385676	0.275230944	0.285251439	0.448637754	0.289058447	0.508554995	0.203882933	0.337198466	0.368500203	0.25972411	0.211188018	0.486253202	0.308949913					
(¡À)-Catechin hydrate	KEGG_hsa04640	0.535499394	0.591353774	0.548697233	0.261225671	0.524737179	0.442754775	0.554281831	0.515541732	0.658503711	0.336200863	0.574208021	0.593333244	0.511264086	0.445372373	0.684513688	0.518499172					
(¡À)-Catechin hydrate	KEGG_hsa00350	0.134814769	0.252672821	0.189960778	0.109272733	0.161466941	0.12480513	0.141704291	0.291983187	0.23666282	0.155781791	0.249404654	0.280916899	0.116588958	0.236435294	0.233312353	0.194385561					
(¡À)-Catechin hydrate	KEGG_hsa01522	0.851039171	0.807124019	0.81038624	0.483065128	0.686651886	0.777277291	0.807000399	0.811942995	0.868453681	0.838136137	0.823347449	0.762886882	0.838234484	0.755755603	0.867740214	0.785936105					
(¡À)-Catechin hydrate	KEGG_hsa04664	0.67714864	0.705365896	0.725828707	0.313658267	0.608392775	0.724479139	0.716880083	0.692908943	0.734511256	0.721876323	0.671465695	0.736506999	0.697350144	0.682051182	0.753290057	0.677447607					
(¡À)-Catechin hydrate	KEGG_hsa04924	0.27335012	0.40144676	0.294904232	0.064597942	0.192691043	0.266876221	0.419568211	0.218520865	0.331602395	0.191710472	0.405716628	0.419694573	0.361617804	0.331355214	0.27962324	0.296885048					
(¡À)-Catechin hydrate	KEGG_hsa04940	0.485828042	0.589850068	0.63901633	0.194420412	0.404580951	0.484330654	0.518354535	0.5513376	0.628337383	0.360468835	0.53745693	0.537763417	0.53217411	0.491958618	0.543441713	0.49995464					
(¡À)-Catechin hydrate	KEGG_hsa05031	0.334314227	0.355139464	0.411888272	0.095476389	0.350155085	0.367057174	0.523155212	0.333807319	0.535219908	0.263524383	0.384213388	0.360365093	0.367242515	0.259140402	0.432652265	0.358223406					
(¡À)-Catechin hydrate	KEGG_hsa04612	0.306941956	0.422287077	0.309882224	0.144012585	0.430155814	0.308709472	0.345484465	0.330699593	0.352794319	0.268756688	0.391172379	0.517945647	0.436094254	0.327361882	0.410806239	0.353540306					
(¡À)-Catechin hydrate	KEGG_hsa05134	0.601628423	0.747389853	0.790409863	0.382971764	0.546007335	0.712805033	0.693852305	0.743884981	0.76931119	0.651439905	0.702760398	0.699647665	0.733258486	0.68426162	0.744697809	0.680288442					
(¡À)-Catechin hydrate	KEGG_hsa00920	0.064706773	0.074616008	0.123029254	0.052820418	0.166325316	0.076411828	0.190839157	0.096234605	0.095642552	0.179452255	0.157139108	0.124069206	0.106009215	0.114178739	0.300386786	0.128124081					
(¡À)-Catechin hydrate	KEGG_hsa05010	0.727078974	0.755509973	0.712587953	0.307074875	0.58006537	0.666358829	0.621930957	0.713137388	0.796606421	0.427941233	0.667102158	0.726716042	0.747927129	0.599487662	0.711483121	0.650733872					
(¡À)-Catechin hydrate	KEGG_hsa00410	0.112541944	0.230558053	0.160480991	0.062805809	0.213874474	0.105476283	0.206296012	0.141115934	0.221830413	0.155447617	0.1255292	0.252359748	0.165913656	0.138053551	0.221925035	0.167613915					
(¡À)-Catechin hydrate	KEGG_hsa04070	0.177437425	0.244984925	0.221336484	0.055384163	0.319107592	0.132025719	0.224580318	0.209029213	0.308903962	0.338051081	0.287401348	0.298714787	0.244257212	0.387984574	0.397244483	0.256429552					
(¡À)-Catechin hydrate	KEGG_hsa00450	0.127660587	0.038499892	0.149865434	0.078161538	0.219280809	0.148603797	0.154559135	0.104693279	0.086581826	0.153678507	0.131248549	0.102231637	0.127303138	0.105432935	0.233895048	0.130779741					
(¡À)-Catechin hydrate	KEGG_hsa03320	0.376589179	0.511725307	0.486476898	0.174665466	0.453327537	0.367975384	0.273287773	0.429709643	0.531861484	0.210139334	0.34780255	0.422872633	0.48616004	0.305188835	0.46252206	0.389353608					
(¡À)-Catechin hydrate	KEGG_hsa04710	0.25979647	0.173554286	0.156552106	0.039554134	0.252896577	0.190150484	0.148805901	0.10913609	0.21847254	0.251280725	0.099201359	0.249883652	0.208647445	0.288906068	0.566173494	0.214200755					
(¡À)-Catechin hydrate	KEGG_hsa05214	0.71690166	0.718414545	0.709617436	0.276431113	0.595387638	0.685822248	0.748743534	0.667479753	0.746319354	0.631995857	0.694671452	0.679705799	0.750151694	0.732137978	0.792888463	0.676444568					
(¡À)-Catechin hydrate	KEGG_hsa05145	0.783401012	0.826794326	0.835612595	0.537216604	0.809170306	0.804775476	0.791770935	0.825995743	0.846479595	0.734436333	0.78500843	0.811073899	0.886929929	0.813975632	0.863840044	0.797098724					
(¡À)-Catechin hydrate	KEGG_hsa05322	0.360171407	0.390924633	0.329418033	0.134193331	0.380061537	0.325417399	0.367358297	0.296954781	0.496206075	0.283739805	0.266248941	0.371942133	0.438554049	0.416414261	0.601786256	0.363959396					
(¡À)-Catechin hydrate	KEGG_hsa05340	0.113040298	0.090539627	0.114488095	0.031032689	0.144575074	0.096535414	0.180980757	0.073886395	0.140954196	0.174015358	0.262628049	0.093427382	0.210494548	0.361513048	0.281662762	0.157984913					
(¡À)-Catechin hydrate	KEGG_hsa00360	0.109716415	0.097175658	0.094855927	0.040532168	0.132074773	0.075374246	0.105079539	0.147659332	0.102449127	0.167537615	0.149267256	0.097445443	0.111536711	0.197823331	0.176729098	0.120350443					
(¡À)-Catechin hydrate	KEGG_hsa05133	0.675663173	0.796508431	0.780254126	0.401256174	0.739106655	0.783557713	0.74588269	0.713971734	0.815986037	0.582213044	0.740838408	0.732262254	0.776735306	0.698787868	0.807167828	0.719346096					
(¡À)-Catechin hydrate	KEGG_hsa04810	0.715420008	0.627135217	0.570244551	0.223741889	0.653173983	0.579369903	0.539742947	0.635486722	0.670799434	0.362272471	0.638659239	0.553864121	0.631098568	0.571556687	0.617745578	0.572687421					
(¡À)-Catechin hydrate	KEGG_hsa00020	0.217587277	0.303985298	0.193014175	0.064744473	0.160123914	0.163493484	0.279819131	0.157388702	0.240402013	0.129269242	0.179174215	0.232032821	0.214320168	0.241349757	0.310091466	0.205786409					
(¡À)-Catechin hydrate	KEGG_hsa04068	0.802330077	0.814376593	0.796376944	0.50826776	0.684064567	0.732866824	0.852204025	0.750274122	0.821231663	0.747937322	0.757512808	0.821165979	0.805819988	0.739774883	0.822354317	0.763770525					
(¡À)-Catechin hydrate	KEGG_hsa00982	0.615611613	0.701500416	0.61275214	0.317587644	0.502254307	0.579347312	0.566043139	0.612039745	0.675126791	0.534534216	0.587329149	0.620675206	0.579435647	0.54520458	0.626373768	0.578387711					
(¡À)-Catechin hydrate	KEGG_hsa04621	0.794317365	0.829938352	0.799779117	0.496936738	0.708928764	0.777811885	0.816134453	0.831871808	0.836681426	0.720303774	0.738368571	0.76546973	0.83663094	0.697033226	0.815476835	0.764378866					
(¡À)-Catechin hydrate	KEGG_hsa03460	0.223055825	0.145537198	0.238008872	0.102304712	0.118849643	0.182065725	0.244912162	0.158566713	0.255192131	0.116818167	0.170040041	0.157419711	0.204022378	0.284784645	0.150209561	0.183452499					
(¡À)-Catechin hydrate	KEGG_hsa03060	0.073910184	0.139837325	0.098477378	0.046735406	0.120192274	0.147521496	0.166664943	0.090801559	0.115165383	0.164460242	0.099983819	0.104520872	0.107505172	0.149420559	0.201573789	0.121784693					
(¡À)-Catechin hydrate	KEGG_hsa00564	0.224995613	0.187762871	0.250498205	0.079077996	0.129366383	0.121912487	0.286277592	0.202116147	0.274125308	0.156108946	0.220988661	0.14186269	0.266460925	0.255538225	0.287762105	0.205656944					
(¡À)-Catechin hydrate	KEGG_hsa05218	0.66844821	0.753801048	0.670251131	0.310350507	0.619358003	0.713660419	0.728950202	0.672480106	0.7528584	0.648536086	0.715653718	0.700161219	0.713175297	0.621939778	0.721354902	0.667398602					
(¡À)-Catechin hydrate	KEGG_hsa04723	0.473586977	0.623437762	0.549276054	0.19434227	0.448398173	0.4684048	0.5370906	0.531198442	0.616268516	0.375572234	0.576391399	0.438735455	0.517062426	0.388266951	0.569411337	0.487162893					
(¡À)-Catechin hydrate	KEGG_hsa04977	0.148937643	0.127385452	0.194939852	0.112025388	0.191211492	0.103245907	0.397838742	0.066634759	0.135312617	0.148082465	0.224802688	0.134922013	0.116825476	0.183172747	0.328970879	0.174287208					
(¡À)-Catechin hydrate	KEGG_hsa03440	0.220666811	0.183960944	0.190029427	0.022925926	0.119715974	0.106246315	0.184082702	0.16655682	0.245575443	0.094024591	0.131302819	0.174461693	0.136399776	0.182679161	0.185423955	0.156270157					
(¡À)-Catechin hydrate	KEGG_hsa05216	0.536555111	0.572691321	0.666821122	0.263469666	0.491956711	0.614147782	0.541154265	0.561022043	0.626481116	0.503282309	0.547840714	0.618078172	0.574343264	0.495792806	0.642352283	0.550399246					
(¡À)-Catechin hydrate	KEGG_hsa01210	0.143811569	0.176241755	0.12148612	0.032898735	0.135064468	0.152064189	0.143527433	0.117634781	0.222704366	0.155818507	0.156298086	0.135876521	0.158863515	0.148789644	0.189708307	0.146052533					
(¡À)-Catechin hydrate	KEGG_hsa03430	0.23376292	0.126110435	0.138619378	0.017386399	0.114047013	0.073533222	0.120939702	0.130547002	0.155451626	0.110360809	0.168353662	0.132456347	0.101483174	0.184062541	0.145589784	0.130180267					
(¡À)-Catechin hydrate	KEGG_hsa05206	0.815524101	0.800722182	0.742000759	0.396133661	0.662713766	0.758874059	0.659136415	0.81284982	0.776756167	0.535503566	0.733831227	0.647473991	0.820876837	0.750489891	0.766217291	0.711940249					
(¡À)-Catechin hydrate	KEGG_hsa04660	0.726415455	0.802867889	0.723522782	0.439579368	0.690369427	0.741587162	0.783610046	0.739272118	0.806580722	0.713197768	0.73900795	0.736269832	0.787642479	0.746754348	0.8290838	0.73371741					
(¡À)-Catechin hydrate	KEGG_hsa00030	0.090784989	0.114690006	0.125086486	0.098651171	0.18084155	0.11262574	0.113080114	0.196686268	0.105617143	0.088937372	0.220628768	0.108697861	0.080835402	0.213120595	0.155205131	0.13369924					
Diffractaic Acid	KEGG_hsa04215	0.492775619	0.575820088	0.617524743	0.291319519	0.593569279	0.54458344	0.628022075	0.561630368	0.719570398	0.427577466	0.584759831	0.595279753	0.532681823	0.504472733	0.625070632	0.552977184					
Diffractaic Acid	KEGG_hsa04010	0.882523119	0.821463525	0.827049971	0.516264915	0.795016587	0.766327024	0.762292504	0.828693986	0.851752758	0.650506914	0.799305975	0.771177053	0.810523748	0.796943307	0.853050113	0.782192767					
Diffractaic Acid	KEGG_hsa04520	0.475028187	0.525615513	0.494448513	0.142272055	0.366609961	0.546253622	0.487468451	0.499530047	0.60019505	0.365244716	0.5146029	0.541690886	0.517754257	0.39694044	0.400248796	0.458260226					
Diffractaic Acid	KEGG_hsa05412	0.207807064	0.251133859	0.264903039	0.046817247	0.333428591	0.247343004	0.292543113	0.24489212	0.273505062	0.144706801	0.257004112	0.22853604	0.175642118	0.251768559	0.373275936	0.239553778					
Diffractaic Acid	KEGG_hsa00330	0.211959481	0.174511269	0.239329383	0.116327047	0.191573068	0.208669767	0.220095679	0.27264595	0.200513378	0.132936671	0.154347375	0.241565168	0.209455743	0.142134786	0.367916256	0.205598735					
Diffractaic Acid	KEGG_hsa00071	0.31417799	0.371354163	0.343964845	0.120679297	0.28981486	0.283756137	0.201598257	0.249556169	0.357903361	0.178245097	0.267860264	0.275897086	0.243960142	0.176950037	0.304917961	0.265375711					
Diffractaic Acid	KEGG_hsa05217	0.247022912	0.255625725	0.235583246	0.100832142	0.285016418	0.13970986	0.345872253	0.198026389	0.286454499	0.106697552	0.206741676	0.277766198	0.276753187	0.250971615	0.336957127	0.23666872					
Diffractaic Acid	KEGG_hsa04611	0.543852031	0.683410645	0.546645522	0.264166534	0.606170893	0.586135089	0.61006248	0.590229392	0.711498201	0.457151532	0.462365985	0.533840954	0.559290946	0.5994789	0.575065434	0.555290969					
Diffractaic Acid	KEGG_hsa00120	0.100945979	0.090113282	0.188906133	0.063306622	0.166234851	0.194303975	0.349507391	0.08816018	0.175795406	0.155169353	0.195977703	0.124002352	0.101639785	0.138875097	0.163084552	0.153068177					
Diffractaic Acid	KEGG_hsa05221	0.66736424	0.661656559	0.717176437	0.519328594	0.715099633	0.718547523	0.733786583	0.677484691	0.783275187	0.586487889	0.683600247	0.700252831	0.668160915	0.702165663	0.725287735	0.683978315					
Diffractaic Acid	KEGG_hsa00010	0.245715067	0.314590871	0.300641686	0.085499562	0.192826897	0.214830443	0.193783373	0.267445087	0.357107043	0.146403655	0.19323431	0.255312651	0.209252119	0.192281723	0.352177888	0.234740158					
Diffractaic Acid	KEGG_hsa00340	0.077276751	0.174032211	0.162276641	0.078668609	0.198799357	0.15449594	0.184971228	0.08861652	0.116843365	0.134395346	0.139109209	0.276599914	0.139320746	0.193603203	0.151253447	0.151350832					
Diffractaic Acid	KEGG_hsa04115	0.575510502	0.673935235	0.658146024	0.362329751	0.610387325	0.609377623	0.662548959	0.690437436	0.745256364	0.525928617	0.606572986	0.613483906	0.662352502	0.580123127	0.582483113	0.610591565					
Diffractaic Acid	KEGG_hsa04960	0.436731547	0.562574565	0.516644299	0.324962556	0.309260458	0.478227496	0.520665228	0.268683225	0.59942168	0.284248412	0.45000878	0.532123268	0.352734655	0.404982448	0.414659142	0.430395184					
Diffractaic Acid	KEGG_hsa04141	0.572761655	0.421122193	0.482008934	0.133127064	0.458685517	0.465747327	0.569457889	0.533354878	0.626046956	0.295788854	0.47053647	0.375083447	0.542128503	0.527719736	0.504892647	0.465230805					
Diffractaic Acid	KEGG_hsa05210	0.705865204	0.740269244	0.749575317	0.488863766	0.709965765	0.694533408	0.7933532	0.69562453	0.799368858	0.644759238	0.748200476	0.731236637	0.695113301	0.794548869	0.797931373	0.719280612					
Diffractaic Acid	KEGG_hsa01212	0.231784225	0.1697537	0.24651444	0.114540219	0.276724488	0.255378693	0.283273488	0.259560853	0.334266365	0.112050258	0.214725152	0.203180313	0.216132328	0.120438561	0.307660848	0.223065595					
Diffractaic Acid	KEGG_hsa00532	0.145683691	0.057106178	0.091787495	0.052039303	0.119020484	0.114282489	0.159401566	0.132352024	0.122663625	0.041022696	0.140004247	0.06806276	0.062115036	0.22320427	0.272258162	0.120066935					
Diffractaic Acid	KEGG_hsa00592	0.166675851	0.161974356	0.265446037	0.060950313	0.205096811	0.181971088	0.180118039	0.144193217	0.187476963	0.106641337	0.229443386	0.176762566	0.139328912	0.154510513	0.3017326	0.177488133					
Diffractaic Acid	KEGG_hsa05205	0.786656439	0.855830312	0.800015509	0.436590195	0.789497018	0.675246537	0.791561067	0.832384109	0.826482832	0.435809463	0.753464282	0.733111501	0.797362626	0.785598874	0.84404707	0.742910522					
Diffractaic Acid	KEGG_hsa01100	0.762769997	0.817848742	0.748108864	0.345332205	0.551479399	0.536624193	0.662078619	0.833577096	0.896437287	0.150182545	0.709247768	0.690255404	0.742126644	0.673110783	0.79614687	0.661021761					
Diffractaic Acid	KEGG_hsa04672	0.314946413	0.358247787	0.456570268	0.182036519	0.299224734	0.290105462	0.412425816	0.298536599	0.371916384	0.303488106	0.26146847	0.304014146	0.257670194	0.505494952	0.367025673	0.332211435					
Diffractaic Acid	KEGG_hsa00270	0.116217226	0.139577299	0.161276221	0.034286678	0.25980252	0.256122082	0.262927353	0.138751253	0.236333147	0.120922431	0.118240893	0.197126567	0.112899676	0.192285195	0.198643208	0.169694117					
Diffractaic Acid	KEGG_hsa00730	0.166100398	0.055649452	0.062098678	0.019868327	0.100663565	0.101235308	0.189510554	0.062468667	0.067465104	0.130485505	0.110922731	0.098806322	0.032139719	0.116002806	0.198319748	0.100782459					
Diffractaic Acid	KEGG_hsa05212	0.711167157	0.729781806	0.756023169	0.432682961	0.699094117	0.740014911	0.786839902	0.699562252	0.83051455	0.641250372	0.697580576	0.725001097	0.753001213	0.750896692	0.825955272	0.718624403					
Diffractaic Acid	KEGG_hsa00591	0.242748156	0.310147554	0.388956249	0.055751078	0.242621109	0.279974103	0.32065469	0.234051093	0.421172112	0.166249037	0.326951802	0.225379214	0.247272983	0.185446545	0.335952491	0.265555214					
Diffractaic Acid	KEGG_hsa04622	0.631552279	0.629335523	0.653914452	0.27793929	0.635182023	0.54481101	0.693632424	0.614131868	0.644100845	0.614791512	0.583188236	0.597262323	0.539126277	0.608430803	0.726345897	0.599582984					
Diffractaic Acid	KEGG_hsa05203	0.791146576	0.784306169	0.774324	0.437170982	0.696676612	0.724353135	0.725846708	0.675629497	0.810179055	0.50251925	0.745068312	0.693754375	0.764104068	0.666901112	0.694702625	0.699112165					
Diffractaic Acid	KEGG_hsa04072	0.559944034	0.602859616	0.577655017	0.228404775	0.570384622	0.593122721	0.567482114	0.623889685	0.746488392	0.563115478	0.609745443	0.522559941	0.52602756	0.721196532	0.719640791	0.582167781					
Diffractaic Acid	KEGG_hsa00640	0.154291794	0.203599751	0.146872267	0.049757171	0.218791038	0.144928738	0.195386186	0.052437216	0.237330332	0.12698482	0.127664566	0.192342713	0.140808567	0.216540232	0.183071405	0.15938712					
Diffractaic Acid	KEGG_hsa04650	0.754584014	0.715500295	0.648988783	0.344168007	0.629323959	0.615470588	0.693229079	0.689901769	0.739985287	0.447485715	0.653923512	0.731433332	0.697838426	0.735535026	0.667319119	0.650979127					
Diffractaic Acid	KEGG_hsa05414	0.380821556	0.484473437	0.356339097	0.138850912	0.319527209	0.302221686	0.282586217	0.327887714	0.387319475	0.1972702	0.375866711	0.309176028	0.385433257	0.292868078	0.419865757	0.330700489					
Diffractaic Acid	KEGG_hsa00900	0.158426061	0.174311921	0.171297565	0.076924041	0.185814157	0.127301693	0.263859838	0.091805518	0.174017385	0.072943658	0.100333214	0.151249126	0.111893617	0.128719002	0.141388074	0.142018991					
Diffractaic Acid	KEGG_hsa04380	0.773166418	0.825460017	0.763523221	0.431503177	0.683271408	0.740281641	0.821121216	0.787240505	0.850889027	0.726587653	0.721307218	0.814874947	0.768649995	0.757931173	0.867740691	0.755569887					
Diffractaic Acid	KEGG_hsa04966	0.070789784	0.130743787	0.113187805	0.037538987	0.160588294	0.089118317	0.121209465	0.109856345	0.146973625	0.12538591	0.185461029	0.123420067	0.099950589	0.185563341	0.234593347	0.128958713					
Diffractaic Acid	KEGG_hsa04910	0.722685635	0.711237848	0.681196928	0.397460461	0.677304208	0.665799499	0.683496714	0.7412889	0.691760778	0.458929777	0.661277771	0.733235538	0.664613485	0.731675148	0.751314759	0.664885163					
Diffractaic Acid	KEGG_hsa05150	0.251370937	0.402941495	0.315541953	0.128447995	0.352153182	0.221739963	0.371802062	0.181101292	0.312163889	0.307999581	0.277020425	0.275185525	0.166339681	0.219346255	0.2918033	0.271663836					
Diffractaic Acid	KEGG_hsa04350	0.565846086	0.671995997	0.66133517	0.183040902	0.622062981	0.581182361	0.44797796	0.623568058	0.665856302	0.251335889	0.498953342	0.547325075	0.569375515	0.604833782	0.607706428	0.540159723					
Diffractaic Acid	KEGG_hsa04360	0.626377821	0.508721113	0.518721342	0.101001218	0.429981172	0.458315074	0.48508358	0.473323524	0.576747537	0.19555591	0.514722884	0.43514955	0.397632718	0.548993051	0.427454084	0.446518705					
Diffractaic Acid	KEGG_hsa04962	0.137086272	0.197163031	0.236819535	0.061591122	0.178568363	0.153846115	0.175596669	0.091238469	0.098255269	0.126706034	0.139876455	0.195196956	0.113889135	0.178684264	0.264617294	0.156608999					
Diffractaic Acid	KEGG_hsa05416	0.497049928	0.597263336	0.546370566	0.243549049	0.466642559	0.40855661	0.540499628	0.501077652	0.574076831	0.303074121	0.458590776	0.558929682	0.410936534	0.505467355	0.397181839	0.467284431					
Diffractaic Acid	KEGG_hsa05142	0.794194818	0.804932475	0.870551586	0.61461693	0.833239496	0.813272953	0.807101607	0.841396928	0.874855697	0.721133471	0.793363333	0.775268853	0.808276594	0.818562925	0.82650131	0.799817932					
Diffractaic Acid	KEGG_hsa05332	0.476256609	0.592753947	0.624289215	0.163055226	0.49371314	0.545329511	0.519478619	0.532330096	0.665117502	0.324580818	0.50049454	0.532599628	0.568517506	0.482468605	0.461420625	0.498827039					
