drug	pathway	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	mean					Curcumin
(-)-Arctigenin	KEGG_hsa00280	0.163785338	0.169929326	0.230841458	0.118262924	0.225790113	0.130364925	0.253076077	0.122825556	0.250758857	0.136358231	0.138999775	0.215849146	0.210699171	0.123721428	0.121039934	0.174153484					
(-)-Arctigenin	KEGG_hsa05012	0.642528594	0.539461553	0.390452027	0.231521994	0.380328119	0.326497108	0.589129508	0.425870836	0.579830706	0.279889256	0.423794299	0.457221478	0.47239989	0.356095403	0.476135969	0.438077116					
(-)-Arctigenin	KEGG_hsa00051	0.158922717	0.136281759	0.108484752	0.053054117	0.11052642	0.144349158	0.22228016	0.07829196	0.158823803	0.11930649	0.201720893	0.216899544	0.124682404	0.104168013	0.165571466	0.140224244					
(-)-Arctigenin	KEGG_hsa04730	0.463055372	0.604974866	0.563601673	0.456705064	0.471045673	0.558123887	0.564916193	0.564680874	0.57775569	0.471392125	0.508293271	0.614061654	0.556704938	0.442190766	0.555259585	0.531517442					
(-)-Arctigenin	KEGG_hsa04530	0.370734811	0.481546104	0.36365369	0.28548643	0.365731239	0.436045825	0.493104547	0.520321965	0.476060867	0.390297532	0.400006503	0.381217957	0.400786161	0.439920723	0.428241253	0.415543707					
(-)-Arctigenin	KEGG_hsa04020	0.513952315	0.486151069	0.420014948	0.230073482	0.327861458	0.419745743	0.401496977	0.471360117	0.568423569	0.242556617	0.438190699	0.350379914	0.484774053	0.467252046	0.479577452	0.420120697					
(-)-Arctigenin	KEGG_hsa04150	0.779797018	0.809613824	0.65705806	0.422156245	0.661412656	0.643772781	0.60928154	0.700269639	0.704447985	0.423693091	0.620915294	0.672325492	0.595185876	0.641693354	0.680969179	0.641506135					
(-)-Arctigenin	KEGG_hsa04950	0.113726139	0.063225441	0.155673057	0.122148164	0.218004122	0.122055493	0.317266464	0.103544384	0.188928023	0.269331217	0.042399008	0.14718999	0.125625923	0.200182721	0.232238665	0.161435921					
(-)-Arctigenin	KEGG_hsa04136	0.21620132	0.213643014	0.115178727	0.080732413	0.186776921	0.097868636	0.212335333	0.135654077	0.249428168	0.120823599	0.086145081	0.123645417	0.209371045	0.268676549	0.248726666	0.171013798					
(-)-Arctigenin	KEGG_hsa04022	0.653162122	0.649330258	0.566033244	0.33557573	0.506208301	0.527995765	0.696924388	0.563165188	0.728500664	0.449660182	0.5825212	0.607217491	0.656835914	0.505803108	0.627051532	0.577065672					
(-)-Arctigenin	KEGG_hsa04137	0.414394677	0.565495849	0.510618448	0.280868441	0.463471562	0.370119035	0.54940635	0.59066385	0.497805327	0.466926068	0.51903075	0.487657845	0.538272858	0.288583994	0.601060808	0.476291724					
(-)-Arctigenin	KEGG_hsa03018	0.310205877	0.274785668	0.228585795	0.164640844	0.216508791	0.234344974	0.267125577	0.10376858	0.201923877	0.207453936	0.121043473	0.275409788	0.188045859	0.139597669	0.202642202	0.209072194					
(-)-Arctigenin	KEGG_hsa00072	0.115162559	0.077789851	0.114941686	0.076412156	0.14979738	0.08903753	0.168921262	0.083338827	0.103853442	0.11151702	0.058942784	0.121607445	0.050231967	0.139587089	0.1535649	0.10764706					
(-)-Arctigenin	KEGG_hsa05120	0.628798962	0.625500679	0.585785031	0.431141615	0.494353116	0.574076295	0.582872212	0.668634474	0.638777554	0.424864262	0.564907968	0.598923683	0.577914357	0.571670651	0.579867363	0.569872548					
(-)-Arctigenin	KEGG_hsa00590	0.390468687	0.481327385	0.519237876	0.226394773	0.255774021	0.476520985	0.508201122	0.329747885	0.533761919	0.327587426	0.444562525	0.455662757	0.457528114	0.319281906	0.416332006	0.409492626					
(-)-Arctigenin	KEGG_hsa05161	0.893654048	0.907045186	0.824311316	0.758326292	0.774372756	0.818697035	0.863832295	0.834849775	0.917526186	0.896472394	0.821210742	0.837561131	0.890030324	0.812717795	0.897545755	0.849876869					
(-)-Arctigenin	KEGG_hsa04610	0.366243362	0.313553214	0.337620765	0.180206895	0.336015821	0.244603097	0.363073617	0.229794532	0.424621046	0.254884422	0.320814788	0.35519889	0.31825304	0.427833259	0.294961005	0.317845184					
(-)-Arctigenin	KEGG_hsa04142	0.324920863	0.25818944	0.268786937	0.095728546	0.245738387	0.107653424	0.251343369	0.170955628	0.262637556	0.217193171	0.169673517	0.305278897	0.299082279	0.218208969	0.222714573	0.227873704					
(-)-Arctigenin	KEGG_hsa05016	0.655061722	0.648069501	0.696790874	0.268740058	0.472832978	0.481486559	0.569064796	0.576274693	0.700626969	0.352312237	0.581974268	0.575571716	0.60299772	0.506173313	0.589975595	0.551863533					
(-)-Arctigenin	KEGG_hsa04914	0.62782681	0.670325339	0.683650613	0.453373134	0.646250367	0.63366133	0.669853508	0.664530337	0.708379269	0.580451608	0.603138506	0.697383702	0.701452971	0.579204023	0.760416865	0.645326559					
(-)-Arctigenin	KEGG_hsa00230	0.352434725	0.268855095	0.338891506	0.116864271	0.214794025	0.171132773	0.192280456	0.17782414	0.289797693	0.149326876	0.291527331	0.226680741	0.243961036	0.260485679	0.327607423	0.241497585					
(-)-Arctigenin	KEGG_hsa04310	0.58311069	0.565565526	0.508298755	0.245475858	0.49319908	0.299344033	0.571252942	0.482250065	0.643378854	0.33164233	0.443902493	0.513063788	0.518604994	0.641714633	0.541039407	0.492122897					
(-)-Arctigenin	KEGG_hsa04713	0.398264557	0.504604697	0.495231658	0.218856141	0.39817071	0.342213005	0.476931959	0.414153397	0.609103084	0.257167965	0.404493898	0.474420816	0.467834115	0.407678932	0.530278325	0.426626884					
(-)-Arctigenin	KEGG_hsa03013	0.240598366	0.250278801	0.206270963	0.116447955	0.261272103	0.155435592	0.451655507	0.282589883	0.336589038	0.134313211	0.301191062	0.304317683	0.26281023	0.277159154	0.346969038	0.261859906					
(-)-Arctigenin	KEGG_hsa04978	0.159985095	0.183819041	0.245448634	0.120763943	0.214849561	0.259164274	0.19339022	0.163817108	0.346879959	0.162801161	0.192196608	0.245777741	0.262490511	0.154255629	0.205680266	0.207421317					
(-)-Arctigenin	KEGG_hsa05162	0.763857543	0.792792261	0.7628299	0.515301347	0.656845272	0.735596061	0.75606674	0.704780936	0.783529222	0.767976642	0.69809705	0.691628098	0.70756048	0.74540931	0.775685489	0.723863757					
(-)-Arctigenin	KEGG_hsa04724	0.449397504	0.388150036	0.453174323	0.295941949	0.33808133	0.400878996	0.419764608	0.435488671	0.525466084	0.280041337	0.374919146	0.515671372	0.537943244	0.46388942	0.416764855	0.419704858					
(-)-Arctigenin	KEGG_hsa00620	0.191703215	0.155057177	0.198733926	0.084080152	0.208420038	0.185399756	0.197643444	0.121011041	0.368187517	0.14673996	0.090383343	0.223680332	0.144278973	0.139081612	0.207015052	0.177427703					
(-)-Arctigenin	KEGG_hsa01040	0.189049095	0.206338331	0.219010159	0.107106216	0.197914392	0.219769746	0.18784824	0.156350836	0.210843489	0.105955355	0.145110101	0.129739046	0.17277585	0.115911253	0.350614071	0.180955745					
(-)-Arctigenin	KEGG_hsa03015	0.139244318	0.149888754	0.115407489	0.131408691	0.251357883	0.161646813	0.192987114	0.126675501	0.273985624	0.128003463	0.110398196	0.270946324	0.191177294	0.199572206	0.190638617	0.175555886					
(-)-Arctigenin	KEGG_hsa05330	0.530625403	0.566738188	0.519176841	0.296996176	0.401713818	0.322566658	0.44062683	0.434905887	0.540820479	0.287588865	0.425368339	0.44561255	0.504073441	0.504956424	0.539127111	0.450726467					
(-)-Arctigenin	KEGG_hsa05320	0.427828103	0.322835803	0.411618203	0.174696028	0.263145417	0.222333193	0.358788103	0.294265002	0.336262316	0.292641759	0.268111944	0.325046301	0.229975924	0.407949716	0.345464855	0.312064178					
(-)-Arctigenin	KEGG_hsa05032	0.374875754	0.403007448	0.337149382	0.110062614	0.294366688	0.300304502	0.349999219	0.237529814	0.342697293	0.294834524	0.378278345	0.34632951	0.289929062	0.277670592	0.342634916	0.311977978					
(-)-Arctigenin	KEGG_hsa00052	0.115345106	0.089736782	0.186455205	0.047850821	0.091439471	0.049345654	0.15612635	0.108518988	0.105723962	0.081435606	0.124559253	0.083935469	0.097117446	0.123479143	0.149080098	0.10734329					
(-)-Arctigenin	KEGG_hsa05014	0.648235083	0.670821726	0.645374358	0.469740331	0.585096598	0.565141618	0.642635047	0.70842284	0.714740455	0.526788354	0.556484759	0.693797648	0.748793006	0.533144414	0.672830403	0.625469776					
(-)-Arctigenin	KEGG_hsa03040	0.224205047	0.211041555	0.308797807	0.092856057	0.24386932	0.185567081	0.329160303	0.289607406	0.210502803	0.241415992	0.232545763	0.259122461	0.120664805	0.382190168	0.2577191	0.239284378					
(-)-Arctigenin	KEGG_hsa04726	0.688185692	0.672121763	0.638146579	0.453333855	0.588159323	0.579722583	0.639072001	0.612470508	0.693530142	0.476089835	0.525669515	0.603184164	0.661953151	0.401233435	0.649081945	0.592130299					
(-)-Arctigenin	KEGG_hsa04727	0.350542396	0.3001827	0.271575302	0.175549164	0.254806817	0.194711313	0.276872277	0.395047784	0.368740827	0.244245887	0.303543687	0.296837121	0.294749081	0.223265186	0.271383077	0.281470175					
(-)-Arctigenin	KEGG_hsa01230	0.357311934	0.267549187	0.304000199	0.110431992	0.229822993	0.20780094	0.159746662	0.289938211	0.436604351	0.149493098	0.144848421	0.173539564	0.269356936	0.220669463	0.152269736	0.231558912					
(-)-Arctigenin	KEGG_hsa05200	0.93666029	0.922554195	0.874466538	0.721587181	0.876612663	0.859500587	0.903036177	0.884450018	0.928687215	0.755208671	0.881442666	0.883644998	0.907752097	0.936919034	0.863591313	0.87574091					
(-)-Arctigenin	KEGG_hsa00500	0.114761196	0.080047756	0.103950679	0.041459925	0.195957839	0.0797958	0.241015315	0.087282747	0.159144312	0.118011758	0.079638638	0.132294297	0.06053742	0.199402556	0.241254032	0.128970285					
(-)-Arctigenin	KEGG_hsa00440	0.180795938	0.041278929	0.046281323	0.064692989	0.16965884	0.107242659	0.174371675	0.050908759	0.094912641	0.13483201	0.109960973	0.089442015	0.035791628	0.105391823	0.169380799	0.1049962					
(-)-Arctigenin	KEGG_hsa05131	0.528269351	0.682172775	0.645213485	0.344554424	0.548283756	0.510047376	0.570375264	0.62826854	0.70217365	0.424167722	0.515070915	0.635868073	0.672817051	0.577181101	0.629478753	0.574262816					
(-)-Arctigenin	KEGG_hsa00040	0.270441592	0.426199675	0.237779573	0.171091989	0.346887708	0.26036486	0.344070822	0.233409718	0.344255537	0.22966592	0.347320139	0.338126123	0.266192883	0.352167875	0.272622168	0.296039772					
(-)-Arctigenin	KEGG_hsa05410	0.434256196	0.513209462	0.417822897	0.279432952	0.360360384	0.397250295	0.303419143	0.345145613	0.38981384	0.236948237	0.400998592	0.303422481	0.445693403	0.313657165	0.486700773	0.375208762					
(-)-Arctigenin	KEGG_hsa05100	0.348196298	0.385378569	0.266010493	0.23934494	0.320660859	0.245688215	0.399975955	0.284199327	0.440670192	0.166535541	0.290526748	0.31941393	0.312633425	0.463405997	0.395430148	0.325204709					
(-)-Arctigenin	KEGG_hsa05213	0.654261529	0.689689875	0.696092308	0.5642398	0.663704395	0.658165455	0.663345516	0.660931766	0.695451021	0.717102468	0.657992363	0.704691648	0.685265124	0.661537826	0.716638148	0.672607283					
(-)-Arctigenin	KEGG_hsa00630	0.173415676	0.145780757	0.150011837	0.093459673	0.174739107	0.090344854	0.254968345	0.131038055	0.226708263	0.077128433	0.12586835	0.377160549	0.183775738	0.113824844	0.172821641	0.166069742					
(-)-Arctigenin	KEGG_hsa05219	0.622944593	0.665251791	0.704769373	0.447862417	0.610680223	0.650734365	0.659009278	0.666735053	0.739024043	0.592805982	0.611874044	0.686540246	0.688977897	0.600905836	0.673500121	0.641441017					
(-)-Arctigenin	KEGG_hsa04152	0.498147339	0.572309434	0.593953311	0.381435126	0.555170417	0.487181723	0.560036182	0.579532027	0.609353006	0.462066591	0.467024088	0.58745414	0.585206747	0.455408752	0.606255591	0.533368965					
(-)-Arctigenin	KEGG_hsa00310	0.316488951	0.279030353	0.131788462	0.099562235	0.261199802	0.245675236	0.27445367	0.151488751	0.259242505	0.175280854	0.116169728	0.267285526	0.266250223	0.245618016	0.314419538	0.226930257					
(-)-Arctigenin	KEGG_hsa00790	0.054556586	0.082322396	0.084623508	0.111175694	0.086844802	0.155118942	0.180894539	0.067537464	0.169684768	0.169896305	0.115052499	0.081068262	0.092087701	0.228384733	0.187304944	0.124436876					
(-)-Arctigenin	KEGG_hsa00603	0.107611492	0.132523119	0.09488906	0.034146398	0.174437433	0.061067585	0.206409067	0.038134471	0.082969069	0.109083809	0.055072125	0.07916192	0.059600364	0.209637225	0.095541701	0.102685656					
(-)-Arctigenin	KEGG_hsa04976	0.476600051	0.544287443	0.440564334	0.119100235	0.33019802	0.462072641	0.395059109	0.363769948	0.611561596	0.314971149	0.356588781	0.462364972	0.463259488	0.309425503	0.384950936	0.40231828					
(-)-Arctigenin	KEGG_hsa03020	0.114842758	0.08527001	0.155393019	0.064947143	0.201942295	0.091447271	0.136877954	0.105923988	0.143597096	0.104506858	0.094369046	0.232129022	0.105017975	0.229088604	0.185935572	0.136752574					
(-)-Arctigenin	KEGG_hsa00980	0.666279256	0.715677977	0.620349407	0.407179981	0.553360879	0.593708992	0.645388544	0.592499197	0.694889486	0.537085652	0.56971705	0.653764427	0.567175984	0.582321525	0.643394053	0.602852827					
(-)-Arctigenin	KEGG_hsa04970	0.266003072	0.231789038	0.278357208	0.198054433	0.205502972	0.288270742	0.38577804	0.234653711	0.401037425	0.188309148	0.354543269	0.348370343	0.288791239	0.367746353	0.349621147	0.292455209					
(-)-Arctigenin	KEGG_hsa04060	0.809983432	0.796674788	0.742855489	0.435162276	0.674261689	0.656700313	0.673623443	0.763944864	0.782187343	0.62424469	0.725128472	0.743404746	0.721966505	0.803116202	0.699275434	0.710168646					
(-)-Arctigenin	KEGG_hsa04140	0.766408086	0.730200052	0.659228146	0.460787386	0.699697912	0.633147478	0.672484636	0.687636495	0.700968981	0.405049443	0.687703967	0.66549468	0.682963192	0.676549733	0.676407993	0.653648545					
(-)-Arctigenin	KEGG_hsa00650	0.193839118	0.155932769	0.097608954	0.094061576	0.231899843	0.17095153	0.213247493	0.134272933	0.139287248	0.137238279	0.13433142	0.167991161	0.150292024	0.150922477	0.117146268	0.15260154					
(-)-Arctigenin	KEGG_hsa00565	0.114454098	0.120992161	0.152528569	0.130049586	0.130735904	0.13612707	0.220582932	0.075750537	0.196341023	0.105612487	0.177665606	0.162037313	0.171928808	0.174145579	0.29458198	0.15756891					
(-)-Arctigenin	KEGG_hsa02010	0.3035492	0.32171151	0.249499276	0.185358644	0.24212639	0.233535469	0.446118057	0.243042812	0.512170732	0.193232179	0.311590433	0.363363534	0.272388548	0.203630403	0.465620071	0.30312915					
(-)-Arctigenin	KEGG_hsa04640	0.581540823	0.59262073	0.546908677	0.396333009	0.561127901	0.442000031	0.549175382	0.507493079	0.655242145	0.34999755	0.538480639	0.59602946	0.526489735	0.467263877	0.62263298	0.528889068					
(-)-Arctigenin	KEGG_hsa00350	0.164694056	0.201254696	0.186029047	0.157037288	0.171869218	0.111856915	0.138517052	0.282644629	0.262456417	0.127896667	0.201076642	0.266118377	0.124472447	0.234856322	0.184323668	0.187673563					
(-)-Arctigenin	KEGG_hsa01522	0.84542197	0.782876253	0.797988176	0.62629658	0.738019943	0.748880029	0.809102356	0.824486375	0.841116309	0.805030525	0.785463512	0.79294312	0.826053262	0.725935817	0.859172225	0.78725243					
(-)-Arctigenin	KEGG_hsa04664	0.710618973	0.709375858	0.718674958	0.458425283	0.662114918	0.727624774	0.70167613	0.712377012	0.747190416	0.705654919	0.634428799	0.722831964	0.678493023	0.681184471	0.771204233	0.689458382					
(-)-Arctigenin	KEGG_hsa04924	0.295783609	0.418367416	0.287239194	0.126249477	0.184525967	0.267531544	0.403257132	0.213692784	0.317397892	0.211637422	0.360815793	0.447213829	0.371876121	0.328196228	0.307214975	0.302733292					
(-)-Arctigenin	KEGG_hsa04940	0.524833977	0.574638605	0.62682724	0.310566127	0.449363291	0.484542966	0.51899296	0.529971421	0.646181822	0.339131892	0.49009636	0.545850098	0.532397509	0.484570146	0.51690352	0.504991196					
(-)-Arctigenin	KEGG_hsa05031	0.362317681	0.340224177	0.384925306	0.196546346	0.370976299	0.326354504	0.515636981	0.332389295	0.518836975	0.262956977	0.35143277	0.390692979	0.361157149	0.282265425	0.427008152	0.361581401					
(-)-Arctigenin	KEGG_hsa04612	0.334682256	0.44639641	0.276694775	0.23034136	0.465561479	0.257268041	0.336070031	0.336043984	0.361831069	0.262119174	0.354759037	0.517133117	0.434212267	0.34123981	0.367679745	0.35480217					
(-)-Arctigenin	KEGG_hsa05134	0.640200377	0.762061894	0.769439101	0.528389156	0.591770113	0.688221514	0.706059694	0.698392868	0.745023191	0.631616473	0.638752699	0.712241113	0.777881384	0.670880318	0.722914338	0.685589616					
(-)-Arctigenin	KEGG_hsa00920	0.081384204	0.054261241	0.130980805	0.099899404	0.180420652	0.065619171	0.170550629	0.059500337	0.086532585	0.153799936	0.151003376	0.154798672	0.112544596	0.120428905	0.262844503	0.125637934					
(-)-Arctigenin	KEGG_hsa05010	0.718013048	0.736490846	0.700700164	0.452575415	0.604638219	0.641811669	0.621834099	0.698142946	0.75976485	0.381306529	0.619456768	0.719804525	0.749010324	0.590422869	0.737648249	0.648774701					
(-)-Arctigenin	KEGG_hsa00410	0.106626414	0.2201076	0.152937144	0.134009182	0.220044658	0.087536179	0.216606498	0.129478365	0.192117408	0.165306106	0.112296	0.257724077	0.172313914	0.157430366	0.194506034	0.167935996					
(-)-Arctigenin	KEGG_hsa04070	0.201131016	0.257359982	0.218057424	0.118734516	0.329232752	0.108087599	0.235048369	0.229933441	0.339027673	0.325416088	0.271567553	0.308535427	0.251531959	0.375498056	0.390936941	0.264006586					
(-)-Arctigenin	KEGG_hsa00450	0.142244667	0.035304766	0.124584995	0.09184356	0.22098954	0.138361961	0.158754408	0.100148708	0.120761581	0.129456386	0.111611299	0.137608811	0.109550364	0.090720177	0.185489431	0.126495377					
(-)-Arctigenin	KEGG_hsa03320	0.402775735	0.50458169	0.479984224	0.272101313	0.472393602	0.337909549	0.29251045	0.436004996	0.536688685	0.178534612	0.346136451	0.429677129	0.49894619	0.308489621	0.433245182	0.395331962					
(-)-Arctigenin	KEGG_hsa04710	0.244599059	0.199277028	0.170569047	0.073521078	0.276988029	0.151959926	0.139252245	0.143711388	0.246023029	0.257309079	0.09754432	0.255866736	0.215215608	0.306110591	0.528930485	0.22045851					
(-)-Arctigenin	KEGG_hsa05214	0.732416868	0.688019097	0.690398037	0.434779763	0.624744594	0.64396888	0.731936574	0.672240257	0.760760605	0.644830823	0.658938885	0.711762309	0.745586395	0.743201494	0.777223468	0.68405387					
(-)-Arctigenin	KEGG_hsa05145	0.799693346	0.863189876	0.833557963	0.688282847	0.78932482	0.799831271	0.816581845	0.83135426	0.847005963	0.741825938	0.723000169	0.848998606	0.894076943	0.781744659	0.812531829	0.804733356					
(-)-Arctigenin	KEGG_hsa05322	0.403076977	0.389575034	0.300551742	0.238104016	0.407142729	0.345069647	0.330609351	0.296401203	0.50265789	0.257554084	0.223218307	0.375144631	0.451279938	0.409080476	0.560232818	0.365979923					
(-)-Arctigenin	KEGG_hsa05340	0.14164786	0.079125054	0.143930912	0.086208805	0.18457818	0.090615682	0.181704208	0.104071729	0.163888127	0.223001495	0.242701247	0.112255298	0.171889141	0.366758019	0.250892669	0.169551228					
(-)-Arctigenin	KEGG_hsa00360	0.129488602	0.114147879	0.083664812	0.063383684	0.163149521	0.060370959	0.11410632	0.082794376	0.100440525	0.167558923	0.131036505	0.112399161	0.094095461	0.189707831	0.160674691	0.117801283					
(-)-Arctigenin	KEGG_hsa05133	0.738749743	0.785654247	0.740248501	0.546805918	0.769870341	0.760317564	0.76614821	0.709158301	0.823783815	0.549697757	0.728056371	0.745886385	0.761823475	0.6958794	0.766867518	0.725929836					
(-)-Arctigenin	KEGG_hsa04810	0.745396912	0.631910026	0.567619264	0.340290815	0.665711105	0.575572252	0.538534105	0.633287251	0.673001707	0.357275397	0.592596889	0.572282016	0.646406889	0.599785447	0.578832746	0.581233521					
(-)-Arctigenin	KEGG_hsa00020	0.216209546	0.313109964	0.18197377	0.099104308	0.194287822	0.177441254	0.29707101	0.131572321	0.229234338	0.114714265	0.134720623	0.238458872	0.222901687	0.278029561	0.295963645	0.208319532					
(-)-Arctigenin	KEGG_hsa04068	0.812436879	0.765842736	0.800415337	0.644745171	0.74072969	0.722228527	0.81662333	0.732030272	0.788249195	0.716620207	0.73126328	0.809127688	0.819156647	0.811114848	0.750701129	0.764085662					
(-)-Arctigenin	KEGG_hsa00982	0.665621996	0.676973343	0.593426764	0.422287911	0.533536613	0.596809804	0.588698268	0.603840113	0.658642292	0.545380652	0.548671603	0.6414271	0.599181473	0.538404763	0.594514728	0.587161162					
(-)-Arctigenin	KEGG_hsa04621	0.854936779	0.827714562	0.766314447	0.623733521	0.731103897	0.762898386	0.809899688	0.810537994	0.844480455	0.686783016	0.701495588	0.789075673	0.816051185	0.683454931	0.808929265	0.767827292					
(-)-Arctigenin	KEGG_hsa03460	0.235313192	0.167554647	0.23624754	0.230427057	0.126671225	0.176568419	0.231221214	0.162959367	0.193744048	0.11181327	0.143489018	0.18350032	0.222752064	0.283597022	0.124498174	0.188690438					
(-)-Arctigenin	KEGG_hsa03060	0.079589501	0.135460898	0.091014877	0.095821746	0.141886652	0.101121925	0.157114118	0.074712314	0.170148849	0.13917695	0.07135617	0.10181728	0.135073423	0.171009451	0.183242187	0.123236423					
(-)-Arctigenin	KEGG_hsa00564	0.217712477	0.172834396	0.260728985	0.133112788	0.150467366	0.106071524	0.288180709	0.192836523	0.290290177	0.128014654	0.177108526	0.15319638	0.270133853	0.265299112	0.255244642	0.204082141					
(-)-Arctigenin	KEGG_hsa05218	0.705077529	0.741099954	0.681075156	0.470283717	0.646328688	0.690815568	0.747830391	0.682883441	0.720448792	0.65386945	0.676562965	0.709563196	0.701182604	0.62742877	0.711747646	0.677746524					
(-)-Arctigenin	KEGG_hsa04723	0.50207895	0.627010882	0.541815937	0.274902046	0.470641643	0.466061562	0.55309701	0.539705992	0.638475597	0.353479296	0.539209902	0.435746878	0.50405103	0.387796015	0.558316946	0.492825979					
(-)-Arctigenin	KEGG_hsa04977	0.196482584	0.146912813	0.19380556	0.179631367	0.189165875	0.097530574	0.377123863	0.078786768	0.16943635	0.118529312	0.20983623	0.168886811	0.160573915	0.204426304	0.293157607	0.185619062					
(-)-Arctigenin	KEGG_hsa03440	0.2399977	0.196918234	0.217361078	0.023571961	0.16615665	0.132414192	0.155345529	0.17288287	0.224478334	0.111848906	0.127005145	0.175443679	0.156547263	0.202943489	0.17309548	0.165067367					
(-)-Arctigenin	KEGG_hsa05216	0.564038455	0.568113089	0.65636754	0.380424947	0.505837321	0.602907419	0.540058851	0.567976236	0.626316667	0.490741193	0.521124721	0.63998121	0.584782898	0.516210496	0.61112684	0.558400526					
(-)-Arctigenin	KEGG_hsa01210	0.175887898	0.11622332	0.113105677	0.081299454	0.115078188	0.130853176	0.117784798	0.081074193	0.212817848	0.150177509	0.118064567	0.130910993	0.200803593	0.153811365	0.156050235	0.136929521					
(-)-Arctigenin	KEGG_hsa03430	0.247913241	0.089697421	0.146947697	0.064288981	0.126372814	0.052701786	0.137598008	0.108049169	0.158031419	0.102272965	0.156566426	0.129131958	0.106409602	0.184570462	0.128371611	0.129261571					
(-)-Arctigenin	KEGG_hsa05206	0.84883666	0.82441628	0.738631964	0.558849394	0.672252476	0.773908794	0.674289763	0.813566387	0.806521177	0.505466759	0.72900486	0.671171963	0.851002038	0.72938329	0.765194595	0.730833093					
(-)-Arctigenin	KEGG_hsa04660	0.754303336	0.813624382	0.70324558	0.577827573	0.655180216	0.754162431	0.77660048	0.751253724	0.774191499	0.707930088	0.701325357	0.749902129	0.784477532	0.735110819	0.802968681	0.736140255					
(-)-Arctigenin	KEGG_hsa00030	0.116986267	0.121966675	0.127650708	0.180852473	0.203038096	0.110467523	0.13338007	0.19640933	0.08316306	0.097847849	0.185779482	0.127298474	0.093667485	0.206734002	0.160660863	0.143060157					
Hesperetin	KEGG_hsa04215	0.521545589	0.610958338	0.607335269	0.30728054	0.544468105	0.546560884	0.623738527	0.601162136	0.703938127	0.497911036	0.614564717	0.616875768	0.597267449	0.486436397	0.630143821	0.56734578					
Hesperetin	KEGG_hsa04010	0.840787351	0.839580297	0.802511394	0.558167517	0.767852962	0.742646873	0.790999472	0.816946924	0.839552343	0.702818692	0.792412758	0.758675575	0.858392239	0.786593556	0.874228895	0.784811123					
Hesperetin	KEGG_hsa04520	0.489712954	0.559732318	0.482903689	0.171696395	0.334895551	0.520471454	0.479026198	0.518971086	0.594579995	0.41915828	0.552969515	0.55910033	0.552710593	0.375596792	0.357137501	0.46457751					
Hesperetin	KEGG_hsa05412	0.209656611	0.280809402	0.224375427	0.059856061	0.302002966	0.230241433	0.292325556	0.266776383	0.2637465	0.194430321	0.24169296	0.262658447	0.173009217	0.257449806	0.361050427	0.241338768					
Hesperetin	KEGG_hsa00330	0.245634094	0.210843056	0.275007635	0.121751755	0.17857407	0.197765142	0.216978207	0.240969405	0.177633345	0.180312261	0.191133633	0.25992474	0.273418963	0.144156098	0.382161766	0.219750945					
Hesperetin	KEGG_hsa00071	0.321999967	0.350652099	0.35111028	0.09463872	0.28040123	0.283709228	0.181860894	0.240178168	0.371728987	0.197103098	0.276508689	0.304033875	0.265065789	0.192167506	0.296703756	0.267190819					
Hesperetin	KEGG_hsa05217	0.261901796	0.276868433	0.247336924	0.124908105	0.271630436	0.152367949	0.313015848	0.191033766	0.299713284	0.1708958	0.217482865	0.315970302	0.355741411	0.230893135	0.330638021	0.250693205					
Hesperetin	KEGG_hsa04611	0.571084082	0.697756112	0.553910792	0.237981096	0.574127972	0.59336704	0.585630059	0.610552609	0.700264692	0.522201955	0.484344989	0.570199728	0.604748785	0.587039292	0.57817173	0.564758729					
Hesperetin	KEGG_hsa00120	0.160430253	0.125656992	0.152755827	0.057718646	0.163879201	0.191064179	0.349704027	0.118337274	0.203015685	0.185890496	0.175235122	0.110666096	0.128401011	0.161258176	0.155834571	0.162656504					
Hesperetin	KEGG_hsa05221	0.677361488	0.672871351	0.719167709	0.524259865	0.688609302	0.704523027	0.696723521	0.700445175	0.75615871	0.669403493	0.685102999	0.723040998	0.708265543	0.695498884	0.728380501	0.689987504					
Hesperetin	KEGG_hsa00010	0.267629862	0.337525904	0.313510984	0.065105632	0.197832152	0.241535351	0.185204774	0.250641584	0.347872883	0.148126513	0.232621029	0.28088975	0.228940517	0.175417453	0.31862402	0.239431894					
Hesperetin	KEGG_hsa00340	0.049556833	0.168933332	0.187710315	0.065656945	0.157575846	0.150293425	0.170269221	0.106216207	0.13565129	0.204795629	0.149196699	0.29129675	0.157769158	0.223301053	0.160367787	0.158572699					
Hesperetin	KEGG_hsa04115	0.602000892	0.693634689	0.653316259	0.39686355	0.578208208	0.615046382	0.653661668	0.688982368	0.758328319	0.590170264	0.629012465	0.632469714	0.696584046	0.586703598	0.592752635	0.624515671					
Hesperetin	KEGG_hsa04960	0.466810554	0.612537205	0.514478743	0.319851458	0.305720508	0.470293432	0.520460069	0.278080672	0.614633799	0.359360069	0.470313787	0.566442132	0.391014248	0.411531627	0.385175705	0.445780267					
Hesperetin	KEGG_hsa04141	0.603071868	0.445044786	0.486562371	0.155017376	0.423502058	0.468443871	0.574973822	0.546097219	0.619335294	0.370847255	0.499138832	0.4117347	0.59539938	0.504624188	0.533569098	0.482490808					
