MOL1	MOL2	CLASS
c1cncc(c1)N=Nc1cccnc1	OC(=O)CCCCCCCCC(O)=O	1
CC(CCC(N)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	c1ccc2ccccc2c1	1
C(Cc1ccncc1)c1ccncc1	Cc1c(cc(cc1N(=O)=O)C(O)=O)N(=O)=O	1
CN(C)c1ccncc1	Fc1c(I)c(F)c(I)c(F)c1I	1
CN1N(C(=O)C(=C1C)NC(C)=O)c1ccccc1	Oc1cc2ccccc2cc1O	1
Fc1c(F)c(F)c(I)c(F)c1F	CC(C)(C)N1CN2Cc3cccc(CN4CN(CN(Cc5cccc(CN(C1)C2=O)n5)C4=O)C(C)(C)C)n3	1
Fc1c(F)c(F)c(I)c(I)c1F	c1ccc2nc3ccccc3nc2c1	1
N1C=CN=C1	OC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(O)=O	1
OC(=O)c1ccc(O)cc1	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
COc1cc(OC)cc(C=Cc2ccc(O)cc2)c1	NC(=O)N1c2ccccc2C=Cc2ccccc12	1
OC(=O)c1cc(Br)c(C#N)c(Br)c1	c1ccc2cc3ccccc3cc2c1	1
O=C1CCC=C1	CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)(c3ccccc3)c3ccccc3)C2CC1	1
CN1C(=O)N(C)C2=C(N(C)C(=O)N2C)C1=O	c1cc2ccc3cccc4ccc(c1)c2c34	1
NC1=NC(=O)NC=C1F	CN1CC(=O)NC1=NC(C)=O	1
NC1=NC(=CS1)c1ccc(Cl)cc1	Clc1ccc(cc1)C1=CSC(=N1)NC=O	1
COC(=O)c1ccc(N)cc1	C1COCCOCCOCCOCCOCCO1	1
NC(CO)c1ccccc1	OP1(=S)OCCCc2ccccc12	1
O=C(C=Cc1ccccc1)C=Cc1ccccc1	Cc1ccc(cc1)C1C=Cc2cc(Br)c(Br)cc2C1O	1
C1Cc2ccc3SSc4ccc1c2c34	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	OC(=O)c1c(F)ccc(F)c1F	1
Nc1ccc(cc1)C(O)=O	CCOc1ccccc1C(N)=O	1
C1=CC=C2C(=C1)C1=CC=CC3=C1C2=CC=C3	C1=CC2=C3C(=C1)C=CC1=CC=CC(=C31)C=C2	0
N1C=CC=N1	CC#CC(O)(c1ccc(C)cc1C)c1ccc(C)cc1C	1
c1cc2cccc(c3ccncc3)c2c(c1)c1ccncc1	OC(=O)C=CC(O)=O	1
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	O=C(NN=Cc1ccncc1)c1ccncc1	1
C(Cc1ccncc1)Cc1ccncc1	O=C1NC(=O)NC(=O)N1	1
OC(=CC(=O)C1=CC=CO1)c1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccccc1	OC(=CC(=O)c1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccccc1)C1=CC=CO1	1
OC(=O)C1=CC(=CC=C1)[N+](=O)[O-]	OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]	0
NC(=O)C=Cc1ccccc1	OC(=O)c1ccccc1C(O)=O	1
Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O	OC(=O)c1cc(O)c(O)c(O)c1	1
Cc1cncc(C)c1	OC1(c2ccccc2Oc2ccccc12)c1ccccc1c1ccccc1C1(O)c2ccccc2Oc2ccccc12	1
c1ccc(cc1)C#CC#Cc1ccccc1	CC(C)C1=CC=CC2(C(C)C)C3C=C(c4ccccc4)C4=C(N=C1C24C(=C3c1ccccc1)c1ccccc1)c1ccccc1	1
[NH3+]C(C(C)C)C(=O)[O-]	[NH3+]C(CCSC)C(=O)[O-]	1
c1ccc(cc1)c1ccncc1	Oc1ccc(cc1)C#N	1
OCC(O)C1OC(=O)C(=C1O)O	CC1=CC=CC=C1C(N)=O	0
COc1ccc2cc(ccc2c1)C(C)C(O)=O	c1cc(ccn1)c1ccncc1	1
S1c2ccccc2C2=C1c1ccccc1S2	FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N	1
c1ccc2nccnc2c1	Oc1ccc(cc1)C(c1ccc(O)cc1)c1ccc(cc1)C(c1ccc(O)cc1)c1ccc(O)cc1	1
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2	COC1=CC=C(C=C1)C(O)=O	0
[O]n1ccccc1c1ccccn1	Nc1ccc(cc1)C(O)=O	1
CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1	Fc1cc(F)c(F)c(I)c1F	1
Oc1ccc(cc1)N=Cc1ccccc1O	c1cc(ccn1)c1ccncc1	1
NC(=O)c1ccncc1	Oc1cccc(O)c1O	1
CC1=NN(C(=C1)C)c1ccc(Cl)c(n1)C(O)=O	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
C=CC#N	CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	1
CC(=O)C=Cc1ccc2cc(O)cc(O)c2c1	CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1	1
c1ccc2c(c1)ccc1ccccc21	CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	1
Fc1c(F)c(I)c(F)c(F)c1I	OC(=CC(=O)c1cccnc1)c1cccnc1	1
CN1[N+](=C(C(=O)[N-]c2ccc(cc2)C(F)(F)F)c2ccccc12)C	FC(F)(F)c1ccc(NC(=O)Nc2ccc(cc2)C(F)(F)F)cc1	1
OC(=O)CN1C(=O)c2cc3C(=O)N(CC(O)=O)C(=O)c3cc2C1=O	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	1
Cc1cc(O)cc(O)c1	c1cnccn1	1
Oc1cc(O)c2C(=O)C(=C(Oc2c1)c1ccc(O)c(O)c1)O	c1cc(ccn1)C=Cc1ccncc1	1
Cc1cc(C)nc(N)n1	OC(=O)CSCc1ccc(CSCC(O)=O)cc1	1
[NH3+]C(Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(=O)[O-]	CNC(C)=O	1
C1CC2=CC=CC3=C2C1=CC=C3	O1C2=CC=CC=C2C2=CC=CC=C12	0
Cc1cc(O)cc(C)c1Cl	C1CN2CN3CCN(CN1C3)C2	1
CC(=O)Nc1ccccn1	OC(=O)CCCCCCCCC(O)=O	1
C(Cc1ccncc1)c1ccncc1	Oc1cc(O)cc(c1)C#N	1
S1C=CC=C1C1=CC=C(S1)c1ccncc1	Fc1c(F)c(F)c(I)c(F)c1F	1
NC(N)=O	NC(=O)C1=CC(=CC=C1)N	0
OC(=O)C=CC(O)=O	OC(=O)C1=CC(=CC=C1)[N+](=O)[O-]	0
CN(C)c1ccccc1	Cc1cc(N)c(N)cc1C	1
C[N+]1=C(C=C(C#N)c2ccc(cc2)[C-](C#N)C#N)C(C)(C)c2ccccc12	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
NC(N)=O	O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1	1
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	Brc1cccc2ccccc12	1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1	CS(O)(=O)=O	1
CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1	CC1(CC2(C)CC(C)(C1)C(=O)NC2=O)C#Cc1ccc(cc1)c1cncnc1	1
Oc1ccc(O)cc1	COC1=CC(=O)C=CC1=O	1
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O	OCCOCCOCCOCCO	1
Nc1nc(N)nc(N)n1	OC(=O)Cc1cccc(F)c1	1
CC(CCC(N)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	CCCCC(C)CO	1
CC(CCC(O)=O)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O	CS(=O)c1ccc(Br)cc1	1
OC(=O)CC(=CC(O)=O)C(O)=O	NC(=O)C1=CC(=CC=C1)[N+](=O)[O-]	0
CC1(C)CC(=O)C2=CNN=C2C1	CC1(C)CC(=O)C2=C(C1)NN=C2	1
C1N2CN3CN1CN(C2)C3	Cc1cccc(O)c1	1
Nc1nc(N)nc(N)n1	c1ccc(nc1)c1nc(nc(n1)c1ccccn1)c1ccccn1	1
Fc1c(F)c(I)c(F)c(F)c1I	COc1ccccc1C(N)=S	1
Fc1c(I)c(F)c(I)c(F)c1I	c1cnc2c(c1)ccc1cccnc21	1
c1ccc2c(c1)cnc1ccccc21	OC(=O)CC1=CNc2ccccc12	1
CCOC(=O)C1=C(C2c3ccccc3C1c1ccccc21)C(O)=O	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
NS(=O)(=O)c1cc(C(O)=O)c(NCC2=CC=CO2)cc1Cl	c1cc(ccn1)c1ccncc1	1
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	Oc1ccc(Cl)cc1	1
CCCCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(CCCCCCCCCCCC)ccc32)c1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CSC1=C(SC)SC(S1)=C1SC=C(S1)C(O)=O	c1cc(ccn1)c1ccncc1	1
COc1ccc2cc(ccc2c1)C(C)C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
c1cc2ccc3cccc4ccc(c1)c2c34	[O]N1=C2C(=CC=C(Br)C2=NO1)Br	1
Fc1c(F)c(F)c(I)c(F)c1F	c1ccc2c(c1)c1cccc3cccc2c13	1
NC(=O)C1=CN=CC=C1	NC1=CC=CC=C1[N+](=O)[O-]	0
O=C1CCCC(=C1)NCc1ccncc1	OC(=O)CCCC(O)=O	1
COc1ccc2N(C(=C(CC(=O)OCC(O)=O)c2c1)C)C(=O)c1ccc(Cl)cc1	NC(=O)c1cccnc1	1
CC(Oc1ccc(cc1Cl)N(=O)=O)C(O)=O	CC(Oc1ccc(Cl)cc1Cl)C(O)=O	1
Oc1c(F)c(F)c(I)c(F)c1F	c1cc(ccn1)N=Nc1ccncc1	1
CSC1=C(C)SC(S1)=C1SC(=C(SC)S1)C	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
c1ccc2cc3ccccc3cc2c1	CN1C(=O)C2=C(SC3=C(S2)C(=O)N(C)C3=O)C1=O	1
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2	NC(=O)C1=CC=CC=C1[N+](=O)[O-]	0
O=C1CCCC(=C1)NCc1ccncc1	OC(=O)CCCCC(O)=O	1
CC1c2cc(C(C)c3cc(C(C)c4cc(C(C)c5cc1c(O)cc5O)c(O)cc4O)c(O)cc3O)c(O)cc2O	Cc1ccc[n+]([O-])c1	1
O=C([O-])c1[nH+]cccc1	Oc1ccc(cc1)N(=O)=O	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	CC1=CC(=NS(=O)(=O)O1)O	1
OC(=O)c1cc2OCCOCCOCCOCCOc2cc1C(O)=O	NC(N)=O	1
CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1	O=C1NS(=O)(=O)c2ccccc12	1
CCN1C(=O)C(SC1=S)=C1SC(=S)N(CC)C1=O	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	1
FC1=C(F)C(=O)C(=C(F)C1=O)F	c1cc2ccc3cccc4ccc(c1)c2c34	1
OC(=O)c1cccc(c1)C(O)=O	O=C(N1CCC(CCCC2CCN(CC2)C(=O)c2ccncc2)CC1)c1ccncc1	1
OC(C(=O)Nc1ccc(NC(=O)C(O)c2ccccc2)cc1)c1ccccc1	CCC1CCCCN1	1
c1cc(ccn1)c1ccncc1	Nc1cc(cc(c1)C(O)=O)C(O)=O	1
O=CNNC=O	C1COCCOCCOCCOCCOCCO1	1
OC(=O)c1ccc2cc(O)ccc2c1	CC1(O)CCC2C3CCC4CC5=C(CC4(C)C3CCC12C)C=NN5	1
OC(=O)C(O)=O	OC(=O)C1=CC(=CC=C1)F	0
Oc1cc(O)c(Br)cc1Br	c1ccc(cc1)N=Nc1cccnc1	1
NC(=O)c1ccc(CN2C=CC=N2)cc1	OC(=O)c1ccccc1	1
CN1CCN(C)CC1	Cc1ccc(O)c(c1)C1(C)CC(C)(C)c2cc(C)ccc2O1	1
C1=CC=C2C(=C1)C=CC1=CC=CC=C21	C(C1=CC=CC=C1)C1=CC=CC=C1	0
O=N(=O)c1ccc(cc1)C(c1ccc(cc1)N(=O)=O)(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O	Ic1ccc(I)cc1	1
CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	CCC(C)C(C)O	1
Oc1ccc(cc1)N=Cc1ccccc1O	c1cc(ccn1)C=Cc1ccncc1	1
CCC(C(=O)[O-])[N+]12CCC(CC1)CC2	OC(=O)c1ccc(O)cc1	1
NC(=O)c1ccncc1	OC(=O)CCCCCCCC(O)=O	1
CN1c2ccccc2N=C1c1ccncc1	ON=Cc1c(F)c(F)c(I)c(F)c1F	1
NC(=O)c1ccncc1	CCCC=CC(O)=O	1
[O-]c1ccccc1C=[NH+]c1ccccc1	CC(=CC(O)=O)C(O)=O	1
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	Cc1ccc(Cl)cc1Cl	1
Oc1ccc(O)cc1	Nc1ccc(cc1)c1ccc(N)cc1	1
CC1=CC(C(=CC1=C(C#N)C#N)C)=C(C#N)C#N	N1c2ccccc2C2=C1c1ccccc1N2	1
OC(=O)c1ccc(Cl)cc1	Oc1ccc(Br)cc1C=Nc1cccnc1	1
NC(=O)C1=NC=CN=C1	OC(=O)CCCCCC(O)=O	0
Nc1ccc(Cl)cc1	OC(=O)CC(O)=O	1
CCC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1	CC=CC=CC(O)=O	1
Oc1cccc2cccnc12	O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
CC(=O)Nc1ccccc1	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
C(Cc1ccncc1)c1ccncc1	OC(=O)CCCCCCC(O)=O	1
NC(N)=O	COC1=CC=C(C=C1)C(N)=O	0
CCC(C)C(=O)Nc1ccccc1	CC(NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1	1
N#CC(C#N)=C1C2=NSN=C2C(=C(C#N)C#N)C2=NSN=C12	S1C=CSC1=C1SC=CS1	1
OC(=O)c1ccccc1F	N#Cc1ccncc1	1
OC1(CCC(O)(CC1)C#C)C#C	c1cc(ccn1)c1ccncc1	1
CCOc1ccccc1	CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	1
Oc1cc2ccccc2cc1O	CCCN1c2ccccc2N=C2C(=O)NC(=O)N=C12	1
Oc1ccc(O)cc1	c1cnccn1	1
Cc1ccc2N=NNc2c1	Cc1ccc2NN=Nc2c1	1
OC(CC(O)=O)C(O)=O	CC1=NC(=NC(=C1)C)NS(=O)(=O)C1=CC=C(N)C=C1	0
NC(N)=S	O=C1NC(=O)C(=O)N1	1
OC(=O)C1=CC=CC=C1O	OC(=O)C1=CC=C(F)C=C1	0
NC(=O)c1ccncc1	COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OC)C	1
C1COc2cc3SC(Sc3cc2O1)=C1Sc2cc3OCCOc3cc2S1	COC1=CC(C(=CC1=C(C#N)C#N)OC)=C(C#N)C#N	1
CC(=O)NC1=CC=CC=C1	CC(=O)C1=CC=C(N)C=C1	0
NC(=O)c1ccncc1	OC(=O)CC(O)(CC(O)=O)C(O)=O	1
NC(=O)c1ccc(cc1)N(=O)=O	OC(=O)c1ccc(O)cc1	1
Fc1cc(F)c(F)c(c1F)c1c(F)c(F)cc(F)c1F	c1cc(ccn1)C#Cc1ccncc1	1
Nc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1	CCC1(CC)C(=O)NC(=O)NC1=O	1
c1ccc2nc3ccccc3nc2c1	COc1cc(ccc1O)C(O)=O	1
OC(=O)c1ccccc1	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
c1cc(ccn1)c1ccncc1	OC(=O)c1ccc(OCCOc2ccc(cc2)C(O)=O)cc1	1
[NH3+]CC(=O)[O-]	OC(C(O)C(O)=O)C(O)=O	1
OC(=O)c1cc(ccc1Cl)N(=O)=O	c1cnccn1	1
Nc1ccccc1C(O)=O	[O]n1ccc(cc1)N(=O)=O	1
OC(=O)c1cc(ccc1Cl)N(=O)=O	NC(=O)c1cccnc1	1
NC(N)=S	OC(=O)c1cc(ccc1O)S(O)(=O)=O	1
COc1ccc(C=CC(=O)Nc2ccccc2C(O)=O)cc1OC	NC(=O)c1cccnc1	1
NC(=O)Nc1cccc(Br)c1	C1COCCOCCOCCOCCOCCO1	1
NC(=O)c1cccnc1	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2(O)C#C	1
OC(=O)c1cc(O)ccc1O	N#Cc1ccncc1	1
O=C1C=CC(=O)C=C1	Oc1ccccc1I	1
NC(=O)c1ccc(O)cc1	NC(=O)N1c2ccccc2C=Cc2ccccc12	1
Fc1c(F)c(I)c(F)c(F)c1I	O=S(c1ccccc1)c1ccccc1	1
CN1N(C(=O)C=C1C)c1ccccc1	OC(=O)C=CC(O)=O	1
Oc1cc(Br)c(Br)c(Br)c1Oc1ccc(Br)cc1Br	COc1c(Br)cc(Br)cc1Oc1c(O)cc(Br)cc1Br	1
CC1=CNC(=O)NC1=O	O=C1C=CC(=O)C=C1	1
CCCCCOc1ccc(cc1)C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
CN1CCN(C)C1=O	CCCCCCC1(CCCC2(CCCCCC)C(=NNC2=O)N)C(=NNC1=O)N	1
Oc1ccc(O)cc1	CN(C)C=CC(=O)c1cc(cc(c1)C(=O)C=CN(C)C)C(=O)C=CN(C)C	1
IC#Cc1cccc2cc3cccc(C#CI)c3cc12	c1cc(ccn1)c1ccncc1	1
CSC1=C(SC)SC2=C(S1)c1cccc3cccc2c13	BrC1=CC(C(=CC1=C(C#N)C#N)Br)=C(C#N)C#N	1
Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	Cc1ccc2ccc3ccc(C)nc3c2n1	1
O=C1CCCCCN1	Oc1ccc(Cl)c(O)c1	1
OC(=O)CCC(=O)c1ccc(cc1)c1ccccc1	c1cc(ccn1)C=Cc1ccncc1	1
C1COCCOCCOCCOCCOCCO1	NNC(=O)C1=C(N)N(Cc2ccccc2)N=N1	1
Nc1ncncc1c1ccccc1	COc1cc(C=O)ccc1O	1
Nc1ccccc1C(O)=O	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
CCCC(C[NH2+]C(C)c1ccccc1)CC(=O)[O-]	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
Fc1c(F)c(F)c(F)c(F)c1F	Cc1cccc(C)c1Sc1nc(Sc2c(C)cccc2C)nc(Sc2c(C)cccc2C)n1	1
CC(=O)Nc1cccc(NC(C)=O)n1	O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1	1
O=C1C=C(NC(=C1)c1ccc2ccccc2n1)c1ccc2ccccc2n1	Oc1cc(nc(c1)c1ccc2ccccc2n1)c1ccc2ccccc2n1	1
Oc1ccccc1c1ccccc1	O=P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
C(Sc1ccncc1)c1cc2ccccc2cc1CSc1ccncc1	CC(=CC=C(C)C(O)=O)C(O)=O	1
c1cc(ccn1)C=Cc1ccncc1	OC(=O)c1ccccc1SSc1ccccc1C(O)=O	1
COc1cc(OC)nc(N)n1	OC(=O)CCl	1
OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	CC(=O)NC1=CC=CC=C1	0
O=C1CC(=O)NC(=O)N1	O1C(=NN=C1c1ccncc1)c1ccncc1	1
CC1(C)C2CCC(O)(C1C2)C(O)=O	C1N2CN3CN1CN(C2)C3	1
C[N+](C)(C)CC(=O)[O-]	CC(=Cc1ccccc1)C=C1SC(=S)N(CC(O)=O)C1=O	1
N#CN=C1C=CC(C=C1)=C(C#N)C#N	CCOC(=O)C(C(=O)OCC)=C1C=CC(C=C1)=C(C(=O)OCC)C(=O)OCC	1
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1	Oc1cccc(Cl)c1	1
OC(=O)c1cccc(O)c1	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
OC(=O)c1ccccc1O	c1cc(ccn1)C=Cc1ccncc1	1
NC(=O)c1ccncc1	OC(=O)c1ccccc1Cl	1
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1	CC(C)C1=CC(=O)C(=CC=C1)O	1
c1ccc2nc3ccccc3cc2c1	CCC1(CC)C(=O)NC(=O)NC1=O	1
N1N=CN=N1	N1C=NC=N1	0
c1cnccn1	Oc1c(F)c(F)c(O)c(F)c1F	1
Cc1ccc2c(ccc(O)c2c2c(O)ccc3cc(C)ccc23)c1	N#Cc1cc(C#N)c(cc1C#N)C#N	1
IC1=C(I)C(=O)C(=C(I)C1=O)I	Nc1cccc2c(N)cccc12	1
OC(=O)CC12CC3CC(C1)CC(C3)(CC(O)=O)C2	c1cc(ccn1)C=Cc1ccncc1	1
IC1=CSC(S1)=C1SC2=C(SCCS2)S1	FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N	1
S1N=C2C(=CC=C(C3=Nc4c5ccccc5c5ccccc5c4N3c3ccccc3)C2=N1)c1ccncc1	OC(=O)c1ccccc1	1
NC(=O)C1=CC=CC=C1	COC1=CC=CC=C1C(N)=O	0
O=N(=O)C1=CC(=CC2=[N+]([O-])ON=C12)C#N	S1C=CSC1=C1SC=CS1	1
Fc1c(I)c(F)c(I)c(F)c1I	Cc1c(C)n([O])c(C)c(C)n1[O]	1
NC(=O)c1ccncc1	OC(=O)c1cc(F)cc(F)c1	1
OC(=O)c1ccc(cc1)N(=O)=O	NC1=NC(=CC(=O)N1)N	1
Cc1ccc2ccccc2c1c1[n+]([O-])ccc2ccccc12	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
Cc1c(O)cccc1O	Cc1nc(C)c(C)nc1C	1
CN(C)c1ccc(cc1)C#CC1(C)CC2(C)CC(C)(C1)C(=O)NC2=O	CC(C)C(=O)Nc1cccc(NC(=O)C(C)C)n1	1
Cc1ccc(cc1)C(N)=O	OC(=O)CCCCCCCCC(O)=O	1
O=C1CCCCN1	Cc1ccc(cc1)C1=CC(=NN1c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	1
OC(=O)c1ccccc1F	c1cc(ccn1)c1ccncc1	1
c1cc(ccn1)c1ccncc1	OC(=O)Cc1ccc(CC(O)=O)cc1	1
O=N(=O)c1cccc2ncccc12	OC(=O)c1ccc(cc1Cl)N(=O)=O	1
CN(C)CCN(N=Nc1ccc(cc1)C#N)N=Nc1ccc(cc1)C#N	N#Cc1ccc(NN=Nc2ccc(cc2)C#N)cc1	1
[NH3+]C(CC(C)C)C(=O)[O-]	[NH3+]C(CCC)C(=O)[O-]	1
O1C(=NN=C1c1cccnc1)c1cccnc1	OC(=O)CCCCCCC(O)=O	1
CN(C)c1ccncc1	FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	1
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	Nc1ccccc1C(O)=O	1
OC1(c2ccccc2c2ccccc2C2(O)c3cc(Cl)ccc3c3ccc(Cl)cc23)c2cc(Cl)ccc2c2ccc(Cl)cc12	C1COCO1	1
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl	c1cc(ccn1)C=Cc1ccncc1	1
[O-][n+]1ccc(cc1)C#N	Oc1ccc(cc1)C=Cc1ccc(cc1)N(=O)=O	1
OC(=O)c1ccc(cc1)C(O)=O	c1cnccn1	1
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2	CC1=CC(=CC=C1)C(O)=O	0
c1cc(ccn1)C=Cc1ccncc1	Oc1cc(O)c(C=O)c(O)c1	1
OC1CC2C(C1Br)C(Cl)(Cl)C2=O	OC12OC3CC1C(C3Br)C2(Cl)Cl	1
COc1cc(ccc1O)C(O)=O	CCOc1ccccc1C(N)=O	1
N#CC(C#N)=C1C2=C([N]S[N]2)C(C2=C1[N]S[N]2)=C(C#N)C#N	C1COC2=C(O1)SC(S2)=C1SC2=C(SCCS2)S1	1
Fc1c(F)c(F)c2C(=O)c3c(F)c(F)c(F)c(F)c3C(=O)c2c1F	COc1cc2cc3cc(OC)c(OC)cc3cc2cc1OC	1
N1N=NN=C1Nc1nnc(NC2=NN=NN2)nn1	O=C1NC=CC=C1	1
CC1(C)N([O])C(=N([O])C1(C)C)c1ccncc1	OC(=O)C(Cl)(Cl)Cl	1
c1cc(ccn1)c1ccncc1	OC(=O)C1CCC(CC1)C(O)=O	1
CS(=O)c1ccccc1Cl	[NH3+]C(C(=O)NC(C(=O)[O-])c1ccccc1)c1ccccc1	1
Fc1c(F)c(C=Cc2c(F)c(F)c(C#N)c(F)c2F)c(F)c(F)c1I	Ic1ccc(cc1)C=Cc1ccc(cc1)C#N	1
C1CNC2=NN=NN2N1	O=C1NN=C(N1)N(=O)=O	1
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	O=NN1CCCCC1	1
NC1=Nc2ccccc2S1	CN1CCCN(C)C1=O	1
Fc1c(F)c(I)c(F)c(F)c1I	c1ccc2nc3ccccc3nc2c1	1
Oc1ccc(cc1)c1ccc(O)cc1	Nc1ccc(Oc2ccc(N)cc2)cc1	1
O=C1CCC(=O)N1	COc1cc2OC(=O)C=Cc2cc1OC	1
NC1=CC2=CC=CC=C2C=C1	CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	0
C(C1=CC=CC=C1)C1=CC=CC=C1	C1C2=CC=CC=C2C2=CC=CC=C12	0
CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O	OC(=O)C=CC(O)=O	1
Nc1ccccc1C#N	OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
CCN	OC1(c2ccc(cc2)c2ccc(cc2)C2(O)c3ccccc3c3ccccc23)c2ccccc2c2ccccc12	1
NC(=O)c1ccncc1	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	1
CCCCCCCC(O)=O	OC(=O)C1=CC=CC=C1[N+](=O)[O-]	0
COc1ccc(cc1)C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
Fc1c(F)c(I)c(F)c(F)c1I	NC(=O)c1cnccn1	1
CC1=NC=C(N1CC(O)CCl)N(=O)=O	Nc1ccc(cc1)C(O)=O	1
NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O	OC(=O)CC(O)=O	1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	CC=CC=CC(O)=O	1
Fc1c(F)c(I)c(F)c(F)c1I	Nc1ccc(cc1)C1(c2ccc(N)cc2)c2ccccc2c2ccccc12	1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	OC(=O)C=Cc1ccccc1	1
