drug	pathway
baicalin 	KEGG_hsa05410	1
baicalin 	KEGG_hsa04530	1
baicalin 	KEGG_hsa04210	1
baicalin 	KEGG_hsa04310	1
baicalin 	KEGG_hsa05020	1
baicalin 	KEGG_hsa04721	1
baicalin 	KEGG_hsa00565	1
baicalin 	KEGG_hsa00670	1
baicalin 	KEGG_hsa00790	1
baicalin 	KEGG_hsa04066	1
baicalin 	KEGG_hsa01524	1
baicalin 	KEGG_hsa04371	1
baicalin 	KEGG_hsa03460	1
baicalin 	KEGG_hsa00010	1
baicalin 	KEGG_hsa04630	1
baicalin 	KEGG_hsa00760	1
baicalin 	KEGG_hsa00270	1
baicalin 	KEGG_hsa04920	1
baicalin 	KEGG_hsa04670	1
baicalin 	KEGG_hsa04360	1
baicalin 	KEGG_hsa00620	1
baicalin 	KEGG_hsa03018	1
baicalin 	KEGG_hsa00630	1
baicalin 	KEGG_hsa00562	1
baicalin 	KEGG_hsa00740	1
baicalin 	KEGG_hsa04940	1
baicalin 	KEGG_hsa03430	1
baicalin 	KEGG_hsa04392	1
baicalin 	KEGG_hsa05224	1
baicalin 	KEGG_hsa04662	1
baicalin 	KEGG_hsa05100	1
baicalin 	KEGG_hsa00603	1
baicalin 	KEGG_hsa04140	1
baicalin 	KEGG_hsa04015	1
baicalin 	KEGG_hsa00062	1
baicalin 	KEGG_hsa00100	1
baicalin 	KEGG_hsa04666	1
baicalin 	KEGG_hsa04080	1
baicalin 	KEGG_hsa05216	1
baicalin 	KEGG_hsa00340	1
baicalin 	KEGG_hsa04270	1
baicalin 	KEGG_hsa03030	1
baicalin 	KEGG_hsa00140	1
baicalin 	KEGG_hsa04966	1
baicalin 	KEGG_hsa04071	1
baicalin 	KEGG_hsa04062	1
baicalin 	KEGG_hsa04722	1
baicalin 	KEGG_hsa05033	1
baicalin 	KEGG_hsa04913	1
baicalin 	KEGG_hsa04923	1
baicalin 	KEGG_hsa00052	1
baicalin 	KEGG_hsa00534	1
baicalin 	KEGG_hsa00591	1
baicalin 	KEGG_hsa04727	1
baicalin 	KEGG_hsa05323	1
baicalin 	KEGG_hsa00440	1
baicalin 	KEGG_hsa04072	1
baicalin 	KEGG_hsa00310	1
baicalin 	KEGG_hsa00520	1
baicalin 	KEGG_hsa04620	1
baicalin 	KEGG_hsa03050	1
baicalin 	KEGG_hsa00120	1
baicalin 	KEGG_hsa04350	1
baicalin 	KEGG_hsa04726	1
baicalin 	KEGG_hsa04216	1
baicalin 	KEGG_hsa05320	1
baicalin 	KEGG_hsa00330	1
baicalin 	KEGG_hsa05203	1
baicalin 	KEGG_hsa04657	1
baicalin 	KEGG_hsa00601	1
baicalin 	KEGG_hsa05219	1
baicalin 	KEGG_hsa05133	1
baicalin 	KEGG_hsa04720	1
baicalin 	KEGG_hsa05206	1
baicalin 	KEGG_hsa04914	1
baicalin 	KEGG_hsa00230	1
baicalin 	KEGG_hsa04672	1
baicalin 	KEGG_hsa04950	1
baicalin 	KEGG_hsa05212	1
baicalin 	KEGG_hsa00280	1
baicalin 	KEGG_hsa04961	1
baicalin 	KEGG_hsa04068	1
baicalin 	KEGG_hsa00480	1
baicalin 	KEGG_hsa05160	1
baicalin 	KEGG_hsa05340	1
baicalin 	KEGG_hsa04973	1
baicalin 	KEGG_hsa05010	1
baicalin 	KEGG_hsa04115	1
baicalin 	KEGG_hsa05330	1
baicalin 	KEGG_hsa04925	1
baicalin 	KEGG_hsa00512	1
baicalin 	KEGG_hsa03022	1
baicalin 	KEGG_hsa00020	1
baicalin 	KEGG_hsa00590	1
baicalin 	KEGG_hsa00970	1
baicalin 	KEGG_hsa04976	1
baicalin 	KEGG_hsa04930	1
baicalin 	KEGG_hsa01040	1
baicalin 	KEGG_hsa04020	1
baicalin 	KEGG_hsa00830	1
baicalin 	KEGG_hsa04658	1
baicalin 	KEGG_hsa04060	1
baicalin 	KEGG_hsa04512	1
baicalin 	KEGG_hsa04650	1
baicalin 	KEGG_hsa03060	1
baicalin 	KEGG_hsa04610	1
baicalin 	KEGG_hsa04750	1
baicalin 	KEGG_hsa04320	1
baicalin 	KEGG_hsa04012	1
baicalin 	KEGG_hsa04514	1
baicalin 	KEGG_hsa00260	1
baicalin 	KEGG_hsa04141	1
baicalin 	KEGG_hsa00380	1
baicalin 	KEGG_hsa04970	1
baicalin 	KEGG_hsa04921	1
baicalin 	KEGG_hsa05012	1
baicalin 	KEGG_hsa04330	1
baicalin 	KEGG_hsa04136	1
baicalin 	KEGG_hsa00730	1
baicalin 	KEGG_hsa04142	1
baicalin 	KEGG_hsa04664	1
baicalin 	KEGG_hsa02010	1
baicalin 	KEGG_hsa00430	1
baicalin 	KEGG_hsa00450	1
baicalin 	KEGG_hsa04370	1
baicalin 	KEGG_hsa04713	1
baicalin 	KEGG_hsa05213	1
baicalin 	KEGG_hsa00561	1
baicalin 	KEGG_hsa05210	1
baicalin 	KEGG_hsa04215	1
baicalin 	KEGG_hsa03440	1
baicalin 	KEGG_hsa05140	1
baicalin 	KEGG_hsa05032	1
baicalin 	KEGG_hsa04213	1
baicalin 	KEGG_hsa05205	1
baicalin 	KEGG_hsa04918	1
baicalin 	KEGG_hsa04922	1
baicalin 	KEGG_hsa05034	1
baicalin 	KEGG_hsa04910	1
baicalin 	KEGG_hsa04151	1
baicalin 	KEGG_hsa05168	1
baicalin 	KEGG_hsa04611	1
baicalin 	KEGG_hsa05169	1
baicalin 	KEGG_hsa04978	1
baicalin 	KEGG_hsa00130	1
baicalin 	KEGG_hsa00510	1
baicalin 	KEGG_hsa04064	1
baicalin 	KEGG_hsa04640	1
baicalin 	KEGG_hsa05200	1
baicalin 	KEGG_hsa05310	1
baicalin 	KEGG_hsa03008	1
baicalin 	KEGG_hsa04380	1
baicalin 	KEGG_hsa04911	1
baicalin 	KEGG_hsa05031	1
baicalin 	KEGG_hsa04915	1
baicalin 	KEGG_hsa05414	1
baicalin 	KEGG_hsa00564	1
baicalin 	KEGG_hsa04975	1
baicalin 	KEGG_hsa04971	1
baicalin 	KEGG_hsa05130	1
baicalin 	KEGG_hsa05202	1
baicalin 	KEGG_hsa04211	1
baicalin 	KEGG_hsa04261	1
baicalin 	KEGG_hsa00360	1
baicalin 	KEGG_hsa04742	1
baicalin 	KEGG_hsa05221	1
baicalin 	KEGG_hsa05322	1
baicalin 	KEGG_hsa00983	1
baicalin 	KEGG_hsa04725	1
baicalin 	KEGG_hsa04964	1
baicalin 	KEGG_hsa05014	1
baicalin 	KEGG_hsa05132	1
baicalin 	KEGG_hsa05143	1
baicalin 	KEGG_hsa00980	1
baicalin 	KEGG_hsa04022	1
baicalin 	KEGG_hsa04623	1
baicalin 	KEGG_hsa04520	1
baicalin 	KEGG_hsa01100	1
baicalin 	KEGG_hsa05214	1
baicalin 	KEGG_hsa00053	1
baicalin 	KEGG_hsa01210	1
baicalin 	KEGG_hsa00030	1
baicalin 	KEGG_hsa00051	1
baicalin 	KEGG_hsa05220	1
baicalin 	KEGG_hsa05218	1
baicalin 	KEGG_hsa00511	1
baicalin 	KEGG_hsa00640	1
baicalin 	KEGG_hsa05223	1
baicalin 	KEGG_hsa04114	1
baicalin 	KEGG_hsa04070	1
baicalin 	KEGG_hsa04932	1
baicalin 	KEGG_hsa01200	1
baicalin 	KEGG_hsa04710	1
baicalin 	KEGG_hsa05142	1
baicalin 	KEGG_hsa05152	1
baicalin 	KEGG_hsa04622	1
baicalin 	KEGG_hsa04014	1
baicalin 	KEGG_hsa05416	1
baicalin 	KEGG_hsa04146	1
baicalin 	KEGG_hsa05144	1
baicalin 	KEGG_hsa05145	1
baicalin 	KEGG_hsa00920	1
baicalin 	KEGG_hsa05030	1
baicalin 	KEGG_hsa04150	1
baicalin 	KEGG_hsa05120	1
baicalin 	KEGG_hsa05204	1
baicalin 	KEGG_hsa05166	1
baicalin 	KEGG_hsa04621	1
baicalin 	KEGG_hsa04612	1
baicalin 	KEGG_hsa04390	1
baicalin 	KEGG_hsa00982	1
baicalin 	KEGG_hsa04145	1
baicalin 	KEGG_hsa04024	1
baicalin 	KEGG_hsa04723	1
baicalin 	KEGG_hsa00860	1
baicalin 	KEGG_hsa03020	1
baicalin 	KEGG_hsa04724	1
baicalin 	KEGG_hsa05150	1
baicalin 	KEGG_hsa01230	1
baicalin 	KEGG_hsa04340	1
baicalin 	KEGG_hsa00600	1
baicalin 	KEGG_hsa00040	1
baicalin 	KEGG_hsa05110	1
baicalin 	KEGG_hsa04730	1
baicalin 	KEGG_hsa00072	1
baicalin 	KEGG_hsa05412	1
baicalin 	KEGG_hsa04917	1
baicalin 	KEGG_hsa04931	1
baicalin 	KEGG_hsa04659	1
baicalin 	KEGG_hsa04919	1
baicalin 	KEGG_hsa04137	1
baicalin 	KEGG_hsa03015	1
baicalin 	KEGG_hsa04660	1
baicalin 	KEGG_hsa00500	1
baicalin 	KEGG_hsa05230	1
baicalin 	KEGG_hsa00604	1
baicalin 	KEGG_hsa00240	1
baicalin 	KEGG_hsa00592	1
baicalin 	KEGG_hsa04540	1
baicalin 	KEGG_hsa03420	1
baicalin 	KEGG_hsa05217	1
baicalin 	KEGG_hsa04120	1
baicalin 	KEGG_hsa05211	1
baicalin 	KEGG_hsa00532	1
baicalin 	KEGG_hsa03320	1
baicalin 	KEGG_hsa04152	1
wogonoside 	KEGG_hsa04614	1
wogonoside 	KEGG_hsa01521	1
wogonoside 	KEGG_hsa01523	1
wogonoside 	KEGG_hsa01522	1
wogonoside 	KEGG_hsa04010	1
wogonoside 	KEGG_hsa05418	1
wogonoside 	KEGG_hsa00900	1
wogonoside 	KEGG_hsa00220	1
wogonoside 	KEGG_hsa04110	1
wogonoside 	KEGG_hsa04144	1
wogonoside 	KEGG_hsa04260	1
wogonoside 	KEGG_hsa04916	1
wogonoside 	KEGG_hsa05162	1
wogonoside 	KEGG_hsa05131	1
wogonoside 	KEGG_hsa04977	1
wogonoside 	KEGG_hsa00350	1
wogonoside 	KEGG_hsa04728	1
wogonoside 	KEGG_hsa04550	1
wogonoside 	KEGG_hsa00250	1
wogonoside 	KEGG_hsa05016	1
wogonoside 	KEGG_hsa05134	1
wogonoside 	KEGG_hsa04924	1
wogonoside 	KEGG_hsa00410	1
wogonoside 	KEGG_hsa03450	1
wogonoside 	KEGG_hsa00071	1
wogonoside 	KEGG_hsa04933	1
wogonoside 	KEGG_hsa03410	1
wogonoside 	KEGG_hsa03010	1
wogonoside 	KEGG_hsa05146	1
wogonoside 	KEGG_hsa03013	1
wogonoside 	KEGG_hsa04510	1
wogonoside 	KEGG_hsa04972	1
wogonoside 	KEGG_hsa05161	1
wogonoside 	KEGG_hsa00650	1
wogonoside 	KEGG_hsa00190	1
wogonoside 	KEGG_hsa05332	1
wogonoside 	KEGG_hsa04810	1
wogonoside 	KEGG_hsa05231	1
wogonoside 	KEGG_hsa05164	1
wogonoside 	KEGG_hsa03040	1
wogonoside 	KEGG_hsa04668	1
wogonoside 	KEGG_hsa04974	1
wogonoside 	KEGG_hsa00061	1
wogonoside 	KEGG_hsa04912	1
wogonoside 	KEGG_hsa04962	1
wogonoside 	KEGG_hsa00232	1
wogonoside 	KEGG_hsa00770	1
wogonoside 	KEGG_hsa05215	1
wogonoside 	KEGG_hsa05321	1
wogonoside 	KEGG_hsa04960	1
wogonoside 	KEGG_hsa01212	1
wogonoside 	KEGG_hsa05222	1
wogonoside 	KEGG_hsa05410	1
wogonoside 	KEGG_hsa04530	1
wogonoside 	KEGG_hsa04210	1
wogonoside 	KEGG_hsa04310	1
wogonoside 	KEGG_hsa05020	1
wogonoside 	KEGG_hsa04721	1
wogonoside 	KEGG_hsa00565	1
wogonoside 	KEGG_hsa00670	1
wogonoside 	KEGG_hsa00790	1
wogonoside 	KEGG_hsa04066	1
wogonoside 	KEGG_hsa01524	1
wogonoside 	KEGG_hsa04371	1
wogonoside 	KEGG_hsa03460	1
wogonoside 	KEGG_hsa00010	1
wogonoside 	KEGG_hsa04630	1
wogonoside 	KEGG_hsa00760	1
wogonoside 	KEGG_hsa00270	1
wogonoside 	KEGG_hsa04920	1
wogonoside 	KEGG_hsa04670	1
wogonoside 	KEGG_hsa04360	1
wogonoside 	KEGG_hsa00620	1
wogonoside 	KEGG_hsa03018	1
wogonoside 	KEGG_hsa00630	1
wogonoside 	KEGG_hsa00562	1
wogonoside 	KEGG_hsa00740	1
wogonoside 	KEGG_hsa04940	1
wogonoside 	KEGG_hsa03430	1
wogonoside 	KEGG_hsa04392	1
wogonoside 	KEGG_hsa05224	1
wogonoside 	KEGG_hsa04662	1
wogonoside 	KEGG_hsa05100	1
wogonoside 	KEGG_hsa00603	1
wogonoside 	KEGG_hsa04140	1
wogonoside 	KEGG_hsa04015	1
wogonoside 	KEGG_hsa00062	1
wogonoside 	KEGG_hsa00100	1
wogonoside 	KEGG_hsa04666	1
wogonoside 	KEGG_hsa04080	1
wogonoside 	KEGG_hsa05216	1
wogonoside 	KEGG_hsa00340	1
wogonoside 	KEGG_hsa04270	1
wogonoside 	KEGG_hsa03030	1
wogonoside 	KEGG_hsa00140	1
wogonoside 	KEGG_hsa04966	1
wogonoside 	KEGG_hsa04071	1
wogonoside 	KEGG_hsa04062	1
wogonoside 	KEGG_hsa04722	1
wogonoside 	KEGG_hsa05033	1
wogonoside 	KEGG_hsa04913	1
wogonoside 	KEGG_hsa04923	1
wogonoside 	KEGG_hsa00052	1
wogonoside 	KEGG_hsa00534	1
wogonoside 	KEGG_hsa00591	1
wogonoside 	KEGG_hsa04727	1
wogonoside 	KEGG_hsa05323	1
wogonoside 	KEGG_hsa00440	1
wogonoside 	KEGG_hsa04072	1
wogonoside 	KEGG_hsa00310	1
wogonoside 	KEGG_hsa00520	1
wogonoside 	KEGG_hsa04620	1
wogonoside 	KEGG_hsa03050	1
wogonoside 	KEGG_hsa00120	1
wogonoside 	KEGG_hsa04350	1
wogonoside 	KEGG_hsa04726	1
wogonoside 	KEGG_hsa04216	1
wogonoside 	KEGG_hsa05320	1
wogonoside 	KEGG_hsa00330	1
wogonoside 	KEGG_hsa05203	1
wogonoside 	KEGG_hsa04657	1
wogonoside 	KEGG_hsa00601	1
wogonoside 	KEGG_hsa05219	1
wogonoside 	KEGG_hsa05133	1
wogonoside 	KEGG_hsa04720	1
wogonoside 	KEGG_hsa05206	1
wogonoside 	KEGG_hsa04914	1
wogonoside 	KEGG_hsa00230	1
wogonoside 	KEGG_hsa04672	1
wogonoside 	KEGG_hsa04950	1
wogonoside 	KEGG_hsa05212	1
wogonoside 	KEGG_hsa00280	1
wogonoside 	KEGG_hsa04961	1
wogonoside 	KEGG_hsa04068	1
wogonoside 	KEGG_hsa00480	1
wogonoside 	KEGG_hsa05160	1
wogonoside 	KEGG_hsa05340	1
wogonoside 	KEGG_hsa04973	1
wogonoside 	KEGG_hsa05010	1
wogonoside 	KEGG_hsa04115	1
wogonoside 	KEGG_hsa05330	1
wogonoside 	KEGG_hsa04925	1
wogonoside 	KEGG_hsa00512	1
wogonoside 	KEGG_hsa03022	1
wogonoside 	KEGG_hsa00020	1
wogonoside 	KEGG_hsa00590	1
wogonoside 	KEGG_hsa00970	1
wogonoside 	KEGG_hsa04976	1
wogonoside 	KEGG_hsa04930	1
wogonoside 	KEGG_hsa01040	1
wogonoside 	KEGG_hsa04020	1
wogonoside 	KEGG_hsa00830	1
wogonoside 	KEGG_hsa04658	1
wogonoside 	KEGG_hsa04060	1
wogonoside 	KEGG_hsa04512	1
wogonoside 	KEGG_hsa04650	1
wogonoside 	KEGG_hsa03060	1
wogonoside 	KEGG_hsa04610	1
wogonoside 	KEGG_hsa04750	1
wogonoside 	KEGG_hsa04320	1
wogonoside 	KEGG_hsa04012	1
wogonoside 	KEGG_hsa04514	1
wogonoside 	KEGG_hsa00260	1
wogonoside 	KEGG_hsa04141	1
wogonoside 	KEGG_hsa00380	1
wogonoside 	KEGG_hsa04970	1
wogonoside 	KEGG_hsa04921	1
wogonoside 	KEGG_hsa05012	1
wogonoside 	KEGG_hsa04330	1
wogonoside 	KEGG_hsa04136	1
wogonoside 	KEGG_hsa00730	1
wogonoside 	KEGG_hsa04142	1
wogonoside 	KEGG_hsa04664	1
wogonoside 	KEGG_hsa02010	1
wogonoside 	KEGG_hsa00430	1
wogonoside 	KEGG_hsa00450	1
wogonoside 	KEGG_hsa04370	1
wogonoside 	KEGG_hsa04713	1
wogonoside 	KEGG_hsa05213	1
wogonoside 	KEGG_hsa00561	1
wogonoside 	KEGG_hsa05210	1
wogonoside 	KEGG_hsa04215	1
wogonoside 	KEGG_hsa03440	1
wogonoside 	KEGG_hsa05140	1
wogonoside 	KEGG_hsa05032	1
wogonoside 	KEGG_hsa04213	1
wogonoside 	KEGG_hsa05205	1
wogonoside 	KEGG_hsa04918	1
wogonoside 	KEGG_hsa04922	1
wogonoside 	KEGG_hsa05034	1
wogonoside 	KEGG_hsa04910	1
wogonoside 	KEGG_hsa04151	1
wogonoside 	KEGG_hsa05168	1
wogonoside 	KEGG_hsa04611	1
wogonoside 	KEGG_hsa05169	1
wogonoside 	KEGG_hsa04978	1
wogonoside 	KEGG_hsa00130	1
wogonoside 	KEGG_hsa00510	1
wogonoside 	KEGG_hsa04064	1
wogonoside 	KEGG_hsa04640	1
wogonoside 	KEGG_hsa05200	1
wogonoside 	KEGG_hsa05310	1
wogonoside 	KEGG_hsa03008	1
wogonoside 	KEGG_hsa04380	1
wogonoside 	KEGG_hsa04911	1
wogonoside 	KEGG_hsa05031	1
wogonoside 	KEGG_hsa04915	1
wogonoside 	KEGG_hsa05414	1
wogonoside 	KEGG_hsa00564	1
wogonoside 	KEGG_hsa04975	1
wogonoside 	KEGG_hsa04971	1
wogonoside 	KEGG_hsa05130	1
wogonoside 	KEGG_hsa05202	1
wogonoside 	KEGG_hsa04211	1
wogonoside 	KEGG_hsa04261	1
wogonoside 	KEGG_hsa00360	1
wogonoside 	KEGG_hsa04742	1
wogonoside 	KEGG_hsa05221	1
wogonoside 	KEGG_hsa05322	1
wogonoside 	KEGG_hsa00983	1
wogonoside 	KEGG_hsa04725	1
wogonoside 	KEGG_hsa04964	1
wogonoside 	KEGG_hsa05014	1
wogonoside 	KEGG_hsa05132	1
wogonoside 	KEGG_hsa05143	1
wogonoside 	KEGG_hsa00980	1
wogonoside 	KEGG_hsa04022	1
wogonoside 	KEGG_hsa04623	1
wogonoside 	KEGG_hsa04520	1
wogonoside 	KEGG_hsa01100	1
wogonoside 	KEGG_hsa05214	1
wogonoside 	KEGG_hsa00053	1
wogonoside 	KEGG_hsa01210	1
wogonoside 	KEGG_hsa00030	1
wogonoside 	KEGG_hsa00051	1
wogonoside 	KEGG_hsa05220	1
wogonoside 	KEGG_hsa05218	1
wogonoside 	KEGG_hsa00511	1
wogonoside 	KEGG_hsa00640	1
wogonoside 	KEGG_hsa05223	1
wogonoside 	KEGG_hsa04114	1
wogonoside 	KEGG_hsa04070	1
wogonoside 	KEGG_hsa04932	1
wogonoside 	KEGG_hsa01200	1
wogonoside 	KEGG_hsa04710	1
wogonoside 	KEGG_hsa05142	1
wogonoside 	KEGG_hsa05152	1
wogonoside 	KEGG_hsa04622	1
wogonoside 	KEGG_hsa04014	1
wogonoside 	KEGG_hsa05416	1
wogonoside 	KEGG_hsa04146	1
wogonoside 	KEGG_hsa05144	1
wogonoside 	KEGG_hsa05145	1
wogonoside 	KEGG_hsa00920	1
wogonoside 	KEGG_hsa05030	1
wogonoside 	KEGG_hsa04150	1
wogonoside 	KEGG_hsa05120	1
wogonoside 	KEGG_hsa05204	1
wogonoside 	KEGG_hsa05166	1
wogonoside 	KEGG_hsa04621	1
wogonoside 	KEGG_hsa04612	1
wogonoside 	KEGG_hsa04390	1
wogonoside 	KEGG_hsa00982	1
wogonoside 	KEGG_hsa04145	1
wogonoside 	KEGG_hsa04024	1
wogonoside 	KEGG_hsa04723	1
wogonoside 	KEGG_hsa00860	1
wogonoside 	KEGG_hsa03020	1
wogonoside 	KEGG_hsa04724	1
wogonoside 	KEGG_hsa05150	1
wogonoside 	KEGG_hsa01230	1
wogonoside 	KEGG_hsa04340	1
wogonoside 	KEGG_hsa00600	1
wogonoside 	KEGG_hsa00040	1
wogonoside 	KEGG_hsa05110	1
wogonoside 	KEGG_hsa04730	1
wogonoside 	KEGG_hsa00072	1
wogonoside 	KEGG_hsa05412	1
wogonoside 	KEGG_hsa04917	1
wogonoside 	KEGG_hsa04931	1
wogonoside 	KEGG_hsa04659	1
wogonoside 	KEGG_hsa04919	1
wogonoside 	KEGG_hsa04137	1
wogonoside 	KEGG_hsa03015	1
wogonoside 	KEGG_hsa04660	1
wogonoside 	KEGG_hsa00500	1
wogonoside 	KEGG_hsa05230	1
wogonoside 	KEGG_hsa00604	1
wogonoside 	KEGG_hsa00240	1
wogonoside 	KEGG_hsa00592	1
wogonoside 	KEGG_hsa04540	1
wogonoside 	KEGG_hsa03420	1
wogonoside 	KEGG_hsa05217	1
wogonoside 	KEGG_hsa04120	1
wogonoside 	KEGG_hsa05211	1
wogonoside 	KEGG_hsa00532	1
wogonoside 	KEGG_hsa03320	1
wogonoside 	KEGG_hsa04152	1
Gallic acid	KEGG_hsa04614	1
Gallic acid	KEGG_hsa01521	1
Gallic acid	KEGG_hsa01523	1
Gallic acid	KEGG_hsa01522	1
Gallic acid	KEGG_hsa04010	1
Gallic acid	KEGG_hsa05418	1
Gallic acid	KEGG_hsa00900	1
Gallic acid	KEGG_hsa00220	1
Gallic acid	KEGG_hsa04110	1
Gallic acid	KEGG_hsa04144	1
Gallic acid	KEGG_hsa04260	1
Gallic acid	KEGG_hsa04916	1
Gallic acid	KEGG_hsa05162	1
Gallic acid	KEGG_hsa05131	1
Gallic acid	KEGG_hsa04977	1
Gallic acid	KEGG_hsa00350	1
Gallic acid	KEGG_hsa04728	1
Gallic acid	KEGG_hsa04550	1
Gallic acid	KEGG_hsa00250	1
Gallic acid	KEGG_hsa05016	1
Gallic acid	KEGG_hsa05134	1
Gallic acid	KEGG_hsa04924	1
Gallic acid	KEGG_hsa00410	1
Gallic acid	KEGG_hsa03450	1
Gallic acid	KEGG_hsa00071	1
Gallic acid	KEGG_hsa04933	1
Gallic acid	KEGG_hsa03410	1
Gallic acid	KEGG_hsa03010	1
Gallic acid	KEGG_hsa05146	1
Gallic acid	KEGG_hsa03013	1
Gallic acid	KEGG_hsa04510	1
Gallic acid	KEGG_hsa04972	1
Gallic acid	KEGG_hsa05161	1
Gallic acid	KEGG_hsa00650	1
Gallic acid	KEGG_hsa00190	1
Gallic acid	KEGG_hsa05332	1
Gallic acid	KEGG_hsa04810	1
Gallic acid	KEGG_hsa05231	1
Gallic acid	KEGG_hsa05164	1
Gallic acid	KEGG_hsa03040	1
Gallic acid	KEGG_hsa04668	1
Gallic acid	KEGG_hsa04974	1
Gallic acid	KEGG_hsa00061	1
Gallic acid	KEGG_hsa04912	1
Gallic acid	KEGG_hsa04962	1
Gallic acid	KEGG_hsa00232	1
Gallic acid	KEGG_hsa00770	1
Gallic acid	KEGG_hsa05215	1
Gallic acid	KEGG_hsa05321	1
Gallic acid	KEGG_hsa04960	1
Gallic acid	KEGG_hsa01212	1
Gallic acid	KEGG_hsa05222	1
Gallic acid	KEGG_hsa05410	1
Gallic acid	KEGG_hsa04530	1
Gallic acid	KEGG_hsa04210	1
Gallic acid	KEGG_hsa04310	1
Gallic acid	KEGG_hsa05020	1
Gallic acid	KEGG_hsa04721	1
Gallic acid	KEGG_hsa00565	1
Gallic acid	KEGG_hsa00670	1
Gallic acid	KEGG_hsa00790	1
Gallic acid	KEGG_hsa04066	1
Gallic acid	KEGG_hsa01524	1
Gallic acid	KEGG_hsa04371	1
Gallic acid	KEGG_hsa03460	1
Gallic acid	KEGG_hsa00010	1
Gallic acid	KEGG_hsa04630	1
Gallic acid	KEGG_hsa00760	1
Gallic acid	KEGG_hsa00270	1
Gallic acid	KEGG_hsa04920	1
Gallic acid	KEGG_hsa04670	1
Gallic acid	KEGG_hsa04360	1
Gallic acid	KEGG_hsa00620	1
Gallic acid	KEGG_hsa03018	1
Gallic acid	KEGG_hsa00630	1
Gallic acid	KEGG_hsa00562	1
Gallic acid	KEGG_hsa00740	1
Gallic acid	KEGG_hsa04940	1
Gallic acid	KEGG_hsa03430	1
Gallic acid	KEGG_hsa04392	1
Gallic acid	KEGG_hsa05224	1
Gallic acid	KEGG_hsa04662	1
Gallic acid	KEGG_hsa05100	1
Gallic acid	KEGG_hsa00603	1
Gallic acid	KEGG_hsa04140	1
Gallic acid	KEGG_hsa04015	1
Gallic acid	KEGG_hsa00062	1
Gallic acid	KEGG_hsa00100	1
Gallic acid	KEGG_hsa04666	1
Gallic acid	KEGG_hsa04080	1
Gallic acid	KEGG_hsa05216	1
Gallic acid	KEGG_hsa00340	1
Gallic acid	KEGG_hsa04270	1
Gallic acid	KEGG_hsa03030	1
Gallic acid	KEGG_hsa00140	1
Gallic acid	KEGG_hsa04966	1
Gallic acid	KEGG_hsa04071	1
Gallic acid	KEGG_hsa04062	1
Gallic acid	KEGG_hsa04722	1
Gallic acid	KEGG_hsa05033	1
Gallic acid	KEGG_hsa04913	1
Gallic acid	KEGG_hsa04923	1
Gallic acid	KEGG_hsa00052	1
Gallic acid	KEGG_hsa00534	1
Gallic acid	KEGG_hsa00591	1
Gallic acid	KEGG_hsa04727	1
Gallic acid	KEGG_hsa05323	1
Gallic acid	KEGG_hsa00440	1
Gallic acid	KEGG_hsa04072	1
Gallic acid	KEGG_hsa00310	1
Gallic acid	KEGG_hsa00520	1
Gallic acid	KEGG_hsa04620	1
Gallic acid	KEGG_hsa03050	1
Gallic acid	KEGG_hsa00120	1
Gallic acid	KEGG_hsa04350	1
Gallic acid	KEGG_hsa04726	1
Gallic acid	KEGG_hsa04216	1
Gallic acid	KEGG_hsa05320	1
Gallic acid	KEGG_hsa00330	1
Gallic acid	KEGG_hsa05203	1
Gallic acid	KEGG_hsa04657	1
Gallic acid	KEGG_hsa00601	1
Gallic acid	KEGG_hsa05219	1
Gallic acid	KEGG_hsa05133	1
Gallic acid	KEGG_hsa04720	1
Gallic acid	KEGG_hsa05206	1
Gallic acid	KEGG_hsa04914	1
Gallic acid	KEGG_hsa00230	1
Gallic acid	KEGG_hsa04672	1
Gallic acid	KEGG_hsa04950	1
Gallic acid	KEGG_hsa05212	1
Gallic acid	KEGG_hsa00280	1
Gallic acid	KEGG_hsa04961	1
Gallic acid	KEGG_hsa04068	1
Gallic acid	KEGG_hsa00480	1
Gallic acid	KEGG_hsa05160	1
Gallic acid	KEGG_hsa05340	1
Gallic acid	KEGG_hsa04973	1
Gallic acid	KEGG_hsa05010	1
Gallic acid	KEGG_hsa04115	1
Gallic acid	KEGG_hsa05330	1
Gallic acid	KEGG_hsa04925	1
Gallic acid	KEGG_hsa00512	1
Gallic acid	KEGG_hsa03022	1
Gallic acid	KEGG_hsa00020	1
Gallic acid	KEGG_hsa00590	1
Gallic acid	KEGG_hsa00970	1
Gallic acid	KEGG_hsa04976	1
Gallic acid	KEGG_hsa04930	1
Gallic acid	KEGG_hsa01040	1
Gallic acid	KEGG_hsa04020	1
Gallic acid	KEGG_hsa00830	1
Gallic acid	KEGG_hsa04658	1
Gallic acid	KEGG_hsa04060	1
Gallic acid	KEGG_hsa04512	1
Gallic acid	KEGG_hsa04650	1
Gallic acid	KEGG_hsa03060	1
Gallic acid	KEGG_hsa04610	1
Gallic acid	KEGG_hsa04750	1
Gallic acid	KEGG_hsa04320	1
Gallic acid	KEGG_hsa04012	1
Gallic acid	KEGG_hsa04514	1
Gallic acid	KEGG_hsa00260	1
Gallic acid	KEGG_hsa04141	1
Gallic acid	KEGG_hsa00380	1
Gallic acid	KEGG_hsa04970	1
Gallic acid	KEGG_hsa04921	1
