Curcumin	KEGG_hsa04215	1
Curcumin	KEGG_hsa04010	1
Curcumin	KEGG_hsa04520	1
Curcumin	KEGG_hsa05412	1
Curcumin	KEGG_hsa00330	1
Curcumin	KEGG_hsa00071	1
Curcumin	KEGG_hsa05217	1
Curcumin	KEGG_hsa04611	1
Curcumin	KEGG_hsa00120	1
Curcumin	KEGG_hsa05221	1
Curcumin	KEGG_hsa00010	1
Curcumin	KEGG_hsa00340	1
Curcumin	KEGG_hsa04115	1
Curcumin	KEGG_hsa04960	1
Curcumin	KEGG_hsa04141	1
Curcumin	KEGG_hsa05210	1
Curcumin	KEGG_hsa01212	1
Curcumin	KEGG_hsa00532	1
Curcumin	KEGG_hsa00592	1
Curcumin	KEGG_hsa05205	1
Curcumin	KEGG_hsa01100	1
Curcumin	KEGG_hsa04672	1
Curcumin	KEGG_hsa00270	1
Curcumin	KEGG_hsa00730	1
Curcumin	KEGG_hsa05212	1
Curcumin	KEGG_hsa00591	1
Curcumin	KEGG_hsa04622	1
Curcumin	KEGG_hsa05203	1
Curcumin	KEGG_hsa04072	1
Curcumin	KEGG_hsa00640	1
Curcumin	KEGG_hsa04650	1
Curcumin	KEGG_hsa05414	1
Curcumin	KEGG_hsa00900	1
Curcumin	KEGG_hsa04380	1
Curcumin	KEGG_hsa04966	1
Curcumin	KEGG_hsa04910	1
Curcumin	KEGG_hsa05150	1
Curcumin	KEGG_hsa04350	1
Curcumin	KEGG_hsa04360	1
Curcumin	KEGG_hsa04962	1
Curcumin	KEGG_hsa05416	1
Curcumin	KEGG_hsa05142	1
Curcumin	KEGG_hsa05332	1
Curcumin	KEGG_hsa04024	1
Curcumin	KEGG_hsa04371	1
Curcumin	KEGG_hsa00511	1
Curcumin	KEGG_hsa04330	1
Curcumin	KEGG_hsa05030	1
Curcumin	KEGG_hsa00232	1
Curcumin	KEGG_hsa04913	1
Curcumin	KEGG_hsa04916	1
Curcumin	KEGG_hsa05223	1
Curcumin	KEGG_hsa04211	1
Curcumin	KEGG_hsa00260	1
Curcumin	KEGG_hsa04145	1
Curcumin	KEGG_hsa00760	1
Curcumin	KEGG_hsa05140	1
Curcumin	KEGG_hsa04932	1
Curcumin	KEGG_hsa00830	1
Curcumin	KEGG_hsa04920	1
Curcumin	KEGG_hsa00970	1
Curcumin	KEGG_hsa05222	1
Curcumin	KEGG_hsa04540	1
Curcumin	KEGG_hsa04623	1
Curcumin	KEGG_hsa04261	1
Curcumin	KEGG_hsa04630	1
Curcumin	KEGG_hsa04014	1
Curcumin	KEGG_hsa00600	1
Curcumin	KEGG_hsa04151	1
Curcumin	KEGG_hsa04066	1
Curcumin	KEGG_hsa00520	1
Curcumin	KEGG_hsa00604	1
Curcumin	KEGG_hsa05220	1
Curcumin	KEGG_hsa01521	1
Curcumin	KEGG_hsa05034	1
Curcumin	KEGG_hsa00100	1
Curcumin	KEGG_hsa00561	1
Curcumin	KEGG_hsa01200	1
Curcumin	KEGG_hsa04080	1
Curcumin	KEGG_hsa03030	1
Curcumin	KEGG_hsa04062	1
Curcumin	KEGG_hsa03410	1
Curcumin	KEGG_hsa04921	1
Curcumin	KEGG_hsa04911	1
Curcumin	KEGG_hsa05231	1
Curcumin	KEGG_hsa00062	1
Curcumin	KEGG_hsa04210	1
Curcumin	KEGG_hsa05168	1
Curcumin	KEGG_hsa04110	1
Curcumin	KEGG_hsa05215	1
Curcumin	KEGG_hsa05144	1
Curcumin	KEGG_hsa04114	1
Curcumin	KEGG_hsa04728	1
Curcumin	KEGG_hsa00534	1
Curcumin	KEGG_hsa04917	1
Curcumin	KEGG_hsa04340	1
Curcumin	KEGG_hsa05146	1
Curcumin	KEGG_hsa00983	1
Curcumin	KEGG_hsa05164	1
Curcumin	KEGG_hsa04390	1
Curcumin	KEGG_hsa04933	1
Curcumin	KEGG_hsa05152	1
Curcumin	KEGG_hsa04144	1
Curcumin	KEGG_hsa01523	1
Curcumin	KEGG_hsa01524	1
Curcumin	KEGG_hsa00190	1
Curcumin	KEGG_hsa04975	1
Curcumin	KEGG_hsa03022	1
Curcumin	KEGG_hsa04659	1
Curcumin	KEGG_hsa00140	1
Curcumin	KEGG_hsa05033	1
Curcumin	KEGG_hsa04971	1
Curcumin	KEGG_hsa04514	1
Curcumin	KEGG_hsa00250	1
Curcumin	KEGG_hsa04668	1
Curcumin	KEGG_hsa04720	1
Curcumin	KEGG_hsa05224	1
Curcumin	KEGG_hsa04658	1
Curcumin	KEGG_hsa00740	1
Curcumin	KEGG_hsa05323	1
Curcumin	KEGG_hsa04213	1
Curcumin	KEGG_hsa03420	1
Curcumin	KEGG_hsa04721	1
Curcumin	KEGG_hsa00380	1
Curcumin	KEGG_hsa04146	1
Curcumin	KEGG_hsa03008	1
Curcumin	KEGG_hsa05110	1
Curcumin	KEGG_hsa00510	1
Curcumin	KEGG_hsa05160	1
Curcumin	KEGG_hsa00220	1
Curcumin	KEGG_hsa04973	1
Curcumin	KEGG_hsa04915	1
Curcumin	KEGG_hsa04614	1
Curcumin	KEGG_hsa05321	1
Curcumin	KEGG_hsa04510	1
Curcumin	KEGG_hsa00860	1
Curcumin	KEGG_hsa04620	1
Curcumin	KEGG_hsa03050	1
Curcumin	KEGG_hsa05143	1
Curcumin	KEGG_hsa04931	1
Curcumin	KEGG_hsa04071	1
Curcumin	KEGG_hsa04919	1
Curcumin	KEGG_hsa05230	1
Curcumin	KEGG_hsa05202	1
Curcumin	KEGG_hsa00770	1
Curcumin	KEGG_hsa00562	1
Curcumin	KEGG_hsa04550	1
